event_id,latitude,longitude,soil_ph,soil_organic_carbon,soil_texture,soil_moisture,data_source,data_quality
ISRO-2018-0998,27.529176,88.801548,6.71,13.23,loam,68.1,soilgrids_synthetic,simulated
ISRO-2017-0999,23.250994,92.922477,4.86,45.89,loam,55.31,soilgrids_synthetic,simulated
ISRO-2000-1000,25.681982,92.477752,6.64,5.51,clay loam,67.84,soilgrids_synthetic,simulated
ISRO-2011-1001,23.698865,91.489029,5.63,1.51,loam,78.78,soilgrids_synthetic,simulated
ISRO-2019-1002,24.543952,94.132964,5.92,19.31,sandy loam,55.93,soilgrids_synthetic,simulated
ISRO-2017-1003,25.604936,90.915511,6.94,18.63,silty clay loam,63.17,soilgrids_synthetic,simulated
ISRO-2004-1004,24.993554,94.043508,5.56,101.03,sandy clay loam,53.63,soilgrids_synthetic,simulated
ISRO-2012-1005,26.909664,92.750546,5.81,4.84,silty clay loam,32.71,soilgrids_synthetic,simulated
ISRO-2002-1006,25.655311,90.470133,5.37,10.78,loam,32.16,soilgrids_synthetic,simulated
ISRO-2011-1007,26.196092,93.846613,5.03,5.8,silty clay loam,41.15,soilgrids_synthetic,simulated
ISRO-2012-1008,27.502314,91.904814,5.95,3.83,clay,75.9,soilgrids_synthetic,simulated
ISRO-2021-1009,24.828298,93.913749,6.47,54.03,sandy loam,37.36,soilgrids_synthetic,simulated
ISRO-2003-1010,23.474563,91.842347,6.14,58.16,loam,80.58,soilgrids_synthetic,simulated
ISRO-2003-1011,23.457632,92.488454,6.61,14.74,loam,55.82,soilgrids_synthetic,simulated
ISRO-2009-1012,25.501021,90.21957,4.81,1.43,sandy loam,67.21,soilgrids_synthetic,simulated
ISRO-1999-1013,25.014498,94.07606,5.14,11.32,clay loam,69.92,soilgrids_synthetic,simulated
ISRO-2015-1014,26.263064,94.07998,4.5,80.47,sandy clay loam,38.8,soilgrids_synthetic,simulated
ISRO-2021-1015,27.313878,88.113433,6.8,24.73,loam,41.7,soilgrids_synthetic,simulated
ISRO-2007-1016,24.839372,94.50525,6.81,40.73,silty clay loam,43.69,soilgrids_synthetic,simulated
ISRO-2013-1017,26.47006,94.274871,6.78,32.41,clay,57.93,soilgrids_synthetic,simulated
ISRO-2011-1018,25.872095,94.034896,5.92,30.29,loam,70.28,soilgrids_synthetic,simulated
ISRO-2013-1019,26.541783,93.877856,6.09,20.19,clay loam,82.71,soilgrids_synthetic,simulated
ISRO-2012-1020,23.892825,92.561957,4.76,9.59,loam,60.11,soilgrids_synthetic,simulated
ISRO-2007-1021,23.726498,92.366256,4.67,71.55,loam,69.45,soilgrids_synthetic,simulated
ISRO-2003-1022,27.14643,88.532339,4.82,15.37,clay loam,36.08,soilgrids_synthetic,simulated
ISRO-2013-1023,23.735834,92.51975,5.11,3.18,silty clay loam,57.99,soilgrids_synthetic,simulated
ISRO-2007-1024,25.714302,90.936947,6.66,1.55,loam,77.71,soilgrids_synthetic,simulated
ISRO-2000-1025,28.312296,94.901961,6.04,3.96,silty clay loam,51.04,soilgrids_synthetic,simulated
ISRO-1998-1026,25.640452,91.279573,6.54,27.36,silty clay loam,34.65,soilgrids_synthetic,simulated
ISRO-2013-1027,27.530468,88.564317,6.24,0.05,silty clay loam,81.24,soilgrids_synthetic,simulated
ISRO-2019-1028,26.236991,94.457207,5.8,0.79,loam,39.1,soilgrids_synthetic,simulated
ISRO-2004-1029,26.318777,94.299048,4.65,0.58,clay,82.86,soilgrids_synthetic,simulated
ISRO-2021-1030,23.453929,92.896868,4.93,7.17,clay loam,80.64,soilgrids_synthetic,simulated
ISRO-1999-1031,27.428986,88.547299,6.86,22.48,sandy loam,33.1,soilgrids_synthetic,simulated
ISRO-2007-1032,25.076151,92.047329,6.96,10.69,loam,43.11,soilgrids_synthetic,simulated
ISRO-2017-1033,25.37475,91.129744,6.66,10.61,sandy loam,75.24,soilgrids_synthetic,simulated
ISRO-2014-1034,24.032271,91.517056,6.45,3.59,clay loam,33.04,soilgrids_synthetic,simulated
ISRO-2022-1035,25.513069,91.283454,5.07,7.03,clay loam,52.75,soilgrids_synthetic,simulated
ISRO-2009-1036,25.546604,90.946672,5.47,28.17,sandy loam,49.42,soilgrids_synthetic,simulated
ISRO-2006-1037,27.974896,94.821431,6.4,12.21,clay loam,42.02,soilgrids_synthetic,simulated
ISRO-2014-1038,27.388858,88.151204,4.9,31.1,silty clay loam,54.46,soilgrids_synthetic,simulated
ISRO-2016-1039,26.309717,94.095876,5.66,22.88,sandy loam,76.93,soilgrids_synthetic,simulated
ISRO-1998-1040,25.304152,91.252361,5.95,24.99,silty clay loam,43.01,soilgrids_synthetic,simulated
ISRO-1998-1041,23.522082,91.381684,4.85,93.18,silty clay loam,78.09,soilgrids_synthetic,simulated
ISRO-2018-1042,23.687826,92.345886,4.82,34.68,clay loam,59.02,soilgrids_synthetic,simulated
ISRO-2018-1043,25.904762,93.850134,6.58,33.82,clay loam,79.18,soilgrids_synthetic,simulated
ISRO-2018-1044,25.705329,90.363497,6.26,19.05,loam,58.62,soilgrids_synthetic,simulated
ISRO-2018-1045,26.049806,94.512729,5.86,59.95,clay,44.01,soilgrids_synthetic,simulated
ISRO-2002-1046,26.500504,94.692308,4.59,99.73,silty clay loam,46.2,soilgrids_synthetic,simulated
ISRO-2006-1047,25.508525,90.260967,6.09,29.3,silty clay loam,34.48,soilgrids_synthetic,simulated
ISRO-2016-1048,26.668202,94.15457,5.18,54.95,silty clay loam,66.77,soilgrids_synthetic,simulated
ISRO-2002-1049,23.342926,92.936677,4.72,45.25,loam,46.6,soilgrids_synthetic,simulated
ISRO-2009-1050,24.900701,94.180431,6.14,48.17,sandy clay loam,81.54,soilgrids_synthetic,simulated
ISRO-2010-1051,24.834727,94.14413,6.86,49.28,loam,37.4,soilgrids_synthetic,simulated
ISRO-2020-1052,27.590508,88.492876,6.48,80.22,clay,70.79,soilgrids_synthetic,simulated
ISRO-2021-1053,23.878411,92.416957,6.95,17.48,sandy clay loam,60.62,soilgrids_synthetic,simulated
ISRO-2006-1054,27.025736,93.145019,6.67,21.53,sandy clay loam,68.86,soilgrids_synthetic,simulated
ISRO-2020-1055,25.072641,94.231536,4.99,5.86,loam,54.78,soilgrids_synthetic,simulated
ISRO-2017-1056,26.103896,94.410747,6.2,0.05,loam,73.42,soilgrids_synthetic,simulated
ISRO-2000-1057,26.246127,94.120951,6.77,5.14,sandy loam,33.6,soilgrids_synthetic,simulated
ISRO-2021-1058,25.596311,91.477863,5.43,2.8,sandy loam,43.95,soilgrids_synthetic,simulated
ISRO-2014-1059,26.501838,94.144861,6.67,31.38,silty clay loam,68.01,soilgrids_synthetic,simulated
ISRO-2008-1060,27.06278,88.49151,5.11,8.6,clay loam,35.73,soilgrids_synthetic,simulated
ISRO-1998-1061,27.137125,95.363477,6.27,0.64,sandy loam,62.27,soilgrids_synthetic,simulated
ISRO-2017-1062,26.204383,93.753513,5.1,23.04,silty clay loam,69.67,soilgrids_synthetic,simulated
ISRO-2001-1063,27.807164,91.828331,4.81,51.44,loam,52.84,soilgrids_synthetic,simulated
ISRO-2015-1064,24.389683,93.934657,6.54,4.82,sandy clay loam,84.92,soilgrids_synthetic,simulated
ISRO-2010-1065,26.530012,94.647014,5.14,5.83,sandy clay loam,36.91,soilgrids_synthetic,simulated
ISRO-2013-1066,25.232842,92.333818,4.87,2.11,clay loam,30.08,soilgrids_synthetic,simulated
ISRO-2016-1067,23.682358,91.371027,5.54,30.79,sandy loam,43.99,soilgrids_synthetic,simulated
ISRO-2000-1068,27.52446,88.406094,4.78,88.77,sandy loam,75.35,soilgrids_synthetic,simulated
ISRO-2006-1069,27.302152,88.722968,4.58,16.05,loam,40.8,soilgrids_synthetic,simulated
ISRO-2017-1070,25.605096,92.845887,5.13,27.19,sandy clay loam,44.09,soilgrids_synthetic,simulated
ISRO-2005-1071,27.071916,88.483548,5.38,23.59,clay loam,46.43,soilgrids_synthetic,simulated
ISRO-2015-1072,27.447019,88.663952,4.56,45.2,clay loam,38.77,soilgrids_synthetic,simulated
ISRO-1998-1073,23.580007,92.560865,6.86,105.94,clay,42.95,soilgrids_synthetic,simulated
ISRO-2019-1074,25.430963,90.820079,6.07,8.41,loam,49.32,soilgrids_synthetic,simulated
ISRO-2019-1075,24.478254,93.688494,4.53,0.43,loam,35.51,soilgrids_synthetic,simulated
ISRO-2011-1076,27.275297,88.299479,5.1,38.85,loam,51.86,soilgrids_synthetic,simulated
ISRO-2004-1077,22.731185,92.627257,6.82,12.61,silty clay loam,76.8,soilgrids_synthetic,simulated
ISRO-2012-1078,26.593,93.839019,6.55,64.63,sandy loam,76.44,soilgrids_synthetic,simulated
ISRO-2006-1079,23.474644,92.401169,6.09,39.96,loam,47.86,soilgrids_synthetic,simulated
ISRO-1998-1080,24.868552,94.203907,5.01,15.82,silty clay loam,75.58,soilgrids_synthetic,simulated
ISRO-2005-1081,27.244806,92.7787,5.75,13.15,clay loam,44.03,soilgrids_synthetic,simulated
ISRO-2009-1082,24.572432,93.811161,4.69,13.88,clay loam,53.04,soilgrids_synthetic,simulated
ISRO-2002-1083,26.99549,93.031914,5.64,7.62,loam,78.01,soilgrids_synthetic,simulated
ISRO-1999-1084,27.578275,88.378439,6.34,16.77,clay loam,38.17,soilgrids_synthetic,simulated
ISRO-2022-1085,23.241143,92.513667,4.54,2.82,sandy loam,68.3,soilgrids_synthetic,simulated
ISRO-2001-1086,26.454111,92.938438,5.55,3.34,clay,65.35,soilgrids_synthetic,simulated
ISRO-1998-1087,26.562607,92.802996,5.86,6.96,loam,76.46,soilgrids_synthetic,simulated
ISRO-2001-1088,26.429253,94.032653,6.56,1.19,sandy loam,84.32,soilgrids_synthetic,simulated
ISRO-2009-1089,25.360015,91.214314,4.72,10.86,clay loam,68.33,soilgrids_synthetic,simulated
ISRO-2017-1090,24.607837,93.651972,4.78,8.36,loam,50.04,soilgrids_synthetic,simulated
ISRO-2018-1091,24.996481,94.213977,6.2,21.08,sandy loam,44.69,soilgrids_synthetic,simulated
ISRO-2001-1092,27.231619,95.061677,6.09,12.3,sandy loam,84.81,soilgrids_synthetic,simulated
ISRO-2011-1093,26.417581,94.14248,6.76,0.92,silty clay loam,57.65,soilgrids_synthetic,simulated
ISRO-2012-1094,27.450741,88.497033,4.8,2.62,loam,46.86,soilgrids_synthetic,simulated
ISRO-2017-1095,26.464526,94.518647,5.58,10.19,clay,75.33,soilgrids_synthetic,simulated
ISRO-2012-1096,27.000808,88.18496,5.43,15.34,silty clay loam,57.07,soilgrids_synthetic,simulated
ISRO-2012-1097,27.089534,95.001451,5.35,1.32,clay loam,33.29,soilgrids_synthetic,simulated
ISRO-2009-1098,25.64904,91.183181,6.68,89.08,clay loam,62.21,soilgrids_synthetic,simulated
ISRO-2016-1099,25.165556,92.158027,5.8,33.58,loam,39.0,soilgrids_synthetic,simulated
ISRO-2006-1100,26.52217,92.829745,4.89,7.41,sandy loam,81.75,soilgrids_synthetic,simulated
ISRO-2002-1101,26.290053,92.613907,6.96,67.81,sandy loam,66.27,soilgrids_synthetic,simulated
ISRO-2020-1102,25.690215,92.861508,4.94,27.72,sandy loam,79.39,soilgrids_synthetic,simulated
ISRO-2019-1103,25.646236,91.137899,5.84,16.65,silty clay loam,81.91,soilgrids_synthetic,simulated
ISRO-2019-1104,23.687923,91.71067,5.7,1.32,clay,46.09,soilgrids_synthetic,simulated
ISRO-2000-1105,25.734,90.245055,5.44,4.25,sandy loam,42.31,soilgrids_synthetic,simulated
ISRO-2002-1106,27.418698,91.623682,6.31,9.96,clay loam,73.61,soilgrids_synthetic,simulated
ISRO-2017-1107,26.738261,93.94548,6.84,20.52,silty clay loam,52.35,soilgrids_synthetic,simulated
ISRO-2020-1108,26.328374,93.776608,5.83,57.41,silty clay loam,59.72,soilgrids_synthetic,simulated
ISRO-1999-1109,27.58649,91.595166,5.02,28.01,silty clay loam,37.34,soilgrids_synthetic,simulated
ISRO-1998-1110,26.236999,93.661329,4.89,48.15,clay loam,35.47,soilgrids_synthetic,simulated
ISRO-2016-1111,27.218672,93.067161,6.73,43.34,silty clay loam,43.99,soilgrids_synthetic,simulated
ISRO-2017-1112,27.06803,88.741795,5.17,61.44,silty clay loam,36.91,soilgrids_synthetic,simulated
ISRO-2003-1113,25.601395,90.209718,4.88,31.4,loam,56.03,soilgrids_synthetic,simulated
ISRO-2021-1114,25.269461,91.35341,5.25,10.03,sandy loam,41.34,soilgrids_synthetic,simulated
ISRO-2013-1115,25.452803,92.665652,5.55,5.86,clay,50.02,soilgrids_synthetic,simulated
ISRO-2008-1116,25.423614,91.853498,5.89,5.56,clay loam,62.3,soilgrids_synthetic,simulated
ISRO-2007-1117,27.2253,88.655258,4.89,12.02,clay,36.53,soilgrids_synthetic,simulated
ISRO-2003-1118,23.558905,91.268631,5.06,9.47,loam,63.51,soilgrids_synthetic,simulated
ISRO-2017-1119,27.597688,88.176646,6.85,3.22,loam,42.16,soilgrids_synthetic,simulated
ISRO-2006-1120,25.534875,92.087371,5.46,3.68,silty clay loam,66.13,soilgrids_synthetic,simulated
ISRO-2004-1121,24.437617,94.003174,6.97,13.5,loam,66.07,soilgrids_synthetic,simulated
ISRO-2020-1122,26.217173,94.682982,6.99,11.75,silty clay loam,39.01,soilgrids_synthetic,simulated
ISRO-1998-1123,27.509431,95.308434,4.59,23.2,sandy loam,63.61,soilgrids_synthetic,simulated
ISRO-2012-1124,25.42429,91.990489,6.46,12.11,clay loam,77.29,soilgrids_synthetic,simulated
ISRO-2001-1125,27.232715,88.564097,4.57,0.75,sandy clay loam,84.63,soilgrids_synthetic,simulated
ISRO-2019-1126,26.073028,94.494482,5.04,13.91,clay,51.16,soilgrids_synthetic,simulated
ISRO-2015-1127,27.266117,88.374371,5.71,31.5,loam,68.99,soilgrids_synthetic,simulated
ISRO-2014-1128,26.445963,94.305555,6.4,5.03,silty clay loam,47.89,soilgrids_synthetic,simulated
ISRO-2016-1129,27.312004,88.730465,5.48,47.83,clay,59.41,soilgrids_synthetic,simulated
ISRO-2007-1130,25.493756,92.081217,5.29,12.61,sandy loam,52.08,soilgrids_synthetic,simulated
ISRO-2000-1131,27.019655,88.232418,5.96,32.04,loam,40.5,soilgrids_synthetic,simulated
ISRO-2022-1132,24.946493,93.894598,5.51,16.39,clay,62.03,soilgrids_synthetic,simulated
ISRO-2013-1133,25.747461,90.766641,5.41,15.92,sandy clay loam,79.5,soilgrids_synthetic,simulated
ISRO-2002-1134,25.451565,91.329323,5.36,5.25,clay,64.69,soilgrids_synthetic,simulated
ISRO-2014-1135,23.788437,92.620658,6.13,3.72,loam,78.57,soilgrids_synthetic,simulated
ISRO-2009-1136,26.230309,94.508708,4.94,16.14,silty clay loam,66.21,soilgrids_synthetic,simulated
ISRO-2011-1137,27.562249,91.881081,6.08,68.41,clay,52.7,soilgrids_synthetic,simulated
ISRO-2009-1138,27.243793,88.62832,4.86,41.16,loam,56.17,soilgrids_synthetic,simulated
ISRO-2016-1139,25.814535,90.15076,5.77,36.87,silty clay loam,64.33,soilgrids_synthetic,simulated
ISRO-2010-1140,26.487263,93.966832,5.73,92.66,sandy loam,45.6,soilgrids_synthetic,simulated
ISRO-2013-1141,23.63001,92.886084,4.82,4.56,sandy loam,63.02,soilgrids_synthetic,simulated
ISRO-2005-1142,24.574784,93.696821,6.95,82.22,silty clay loam,58.62,soilgrids_synthetic,simulated
ISRO-2010-1143,27.362626,95.107834,6.09,13.3,clay,77.71,soilgrids_synthetic,simulated
ISRO-1999-1144,25.80905,90.169219,5.43,13.48,silty clay loam,81.35,soilgrids_synthetic,simulated
ISRO-2011-1145,23.936176,92.485009,4.76,7.76,silty clay loam,39.39,soilgrids_synthetic,simulated
ISRO-2006-1146,28.282915,94.789323,5.5,27.05,sandy clay loam,36.46,soilgrids_synthetic,simulated
ISRO-2002-1147,27.101558,88.135592,6.88,39.27,clay loam,83.5,soilgrids_synthetic,simulated
ISRO-2010-1148,27.297685,95.336699,5.29,27.11,clay loam,30.49,soilgrids_synthetic,simulated
ISRO-2016-1149,26.742523,94.323024,5.52,4.17,clay loam,83.06,soilgrids_synthetic,simulated
ISRO-2011-1150,23.679247,91.293338,4.79,10.63,silty clay loam,81.78,soilgrids_synthetic,simulated
ISRO-2002-1151,25.53119,92.073472,6.77,36.84,loam,55.48,soilgrids_synthetic,simulated
ISRO-2004-1152,25.622569,92.922737,5.68,16.67,sandy loam,44.3,soilgrids_synthetic,simulated
ISRO-2022-1153,27.446409,88.442099,6.29,34.62,silty clay loam,35.51,soilgrids_synthetic,simulated
ISRO-1999-1154,24.962885,94.648649,6.28,0.39,sandy loam,42.07,soilgrids_synthetic,simulated
ISRO-2012-1155,26.504669,94.507981,4.89,8.98,clay loam,84.8,soilgrids_synthetic,simulated
ISRO-2005-1156,27.596818,91.56448,5.24,33.82,sandy loam,53.81,soilgrids_synthetic,simulated
ISRO-2013-1157,24.664308,93.770841,5.43,64.13,clay,70.01,soilgrids_synthetic,simulated
ISRO-2011-1158,25.000006,94.345975,5.33,32.56,loam,78.51,soilgrids_synthetic,simulated
ISRO-2001-1159,24.607227,93.884869,6.33,18.49,silty clay loam,51.42,soilgrids_synthetic,simulated
ISRO-2021-1160,23.860674,91.350438,6.08,32.4,sandy clay loam,79.78,soilgrids_synthetic,simulated
ISRO-2021-1161,25.94595,90.288201,5.85,10.69,silty clay loam,64.15,soilgrids_synthetic,simulated
ISRO-2008-1162,23.589765,91.25262,6.69,70.45,loam,37.4,soilgrids_synthetic,simulated
ISRO-2000-1163,26.717021,94.076146,5.92,12.07,loam,67.38,soilgrids_synthetic,simulated
ISRO-1998-1164,24.982699,94.271902,5.68,54.21,clay loam,53.27,soilgrids_synthetic,simulated
ISRO-2004-1165,27.335678,95.035861,5.14,0.08,sandy loam,60.36,soilgrids_synthetic,simulated
ISRO-2016-1166,26.89123,92.817821,6.02,24.52,silty clay loam,49.02,soilgrids_synthetic,simulated
ISRO-1999-1167,25.550584,91.061932,4.63,16.47,sandy loam,62.85,soilgrids_synthetic,simulated
ISRO-2008-1168,24.524129,93.93928,6.27,4.76,loam,84.77,soilgrids_synthetic,simulated
ISRO-2013-1169,26.238524,94.449817,6.38,19.07,loam,53.92,soilgrids_synthetic,simulated
ISRO-2006-1170,23.813442,92.593033,5.64,26.57,clay loam,77.35,soilgrids_synthetic,simulated
ISRO-2004-1171,26.473487,94.065313,5.46,133.9,loam,39.16,soilgrids_synthetic,simulated
ISRO-2017-1172,23.935423,91.494254,6.34,19.08,loam,41.8,soilgrids_synthetic,simulated
ISRO-2022-1173,25.537339,90.217779,5.37,40.3,sandy loam,80.31,soilgrids_synthetic,simulated
ISRO-2009-1174,27.607313,91.993341,4.79,45.33,clay loam,30.01,soilgrids_synthetic,simulated
ISRO-2011-1175,25.355588,92.820678,5.88,32.11,loam,43.77,soilgrids_synthetic,simulated
ISRO-2014-1176,26.481101,92.812582,6.13,17.79,loam,57.28,soilgrids_synthetic,simulated
ISRO-2015-1177,24.572999,93.821124,5.73,49.02,loam,42.99,soilgrids_synthetic,simulated
ISRO-2008-1178,26.418413,94.713864,5.85,36.86,loam,44.18,soilgrids_synthetic,simulated
ISRO-2013-1179,26.240712,93.719055,6.75,20.21,sandy clay loam,72.86,soilgrids_synthetic,simulated
ISRO-2012-1180,26.477259,94.135963,6.45,34.18,loam,59.4,soilgrids_synthetic,simulated
ISRO-2012-1181,26.62416,92.902758,5.13,14.45,loam,47.53,soilgrids_synthetic,simulated
ISRO-2004-1182,25.423941,92.921091,4.66,66.84,sandy loam,41.56,soilgrids_synthetic,simulated
ISRO-2003-1183,23.239489,92.743397,5.36,3.77,sandy loam,71.44,soilgrids_synthetic,simulated
ISRO-2022-1184,24.667805,94.250657,6.72,30.94,loam,82.81,soilgrids_synthetic,simulated
ISRO-1998-1185,26.191207,92.732434,4.6,9.24,loam,52.85,soilgrids_synthetic,simulated
ISRO-2022-1186,23.72888,91.54953,4.52,27.03,clay loam,78.22,soilgrids_synthetic,simulated
ISRO-2021-1187,27.202338,92.948336,6.89,12.38,loam,81.38,soilgrids_synthetic,simulated
ISRO-1999-1188,26.103997,94.938476,5.38,2.8,sandy clay loam,57.8,soilgrids_synthetic,simulated
ISRO-2012-1189,23.862769,91.335203,6.0,36.12,loam,81.12,soilgrids_synthetic,simulated
ISRO-2004-1190,27.153694,92.837946,5.65,11.18,loam,42.04,soilgrids_synthetic,simulated
ISRO-2020-1191,27.563766,88.165892,5.22,50.45,sandy loam,54.83,soilgrids_synthetic,simulated
ISRO-2018-1192,25.381159,91.020742,4.56,69.09,clay,39.26,soilgrids_synthetic,simulated
ISRO-2019-1193,24.867913,94.20374,5.22,9.63,sandy loam,46.5,soilgrids_synthetic,simulated
ISRO-2012-1194,27.487519,91.887236,6.75,19.8,silty clay loam,77.55,soilgrids_synthetic,simulated
ISRO-2013-1195,26.201544,92.62305,4.77,16.39,clay loam,50.73,soilgrids_synthetic,simulated
ISRO-2014-1196,22.720087,92.578669,5.99,4.62,sandy clay loam,79.74,soilgrids_synthetic,simulated
ISRO-1999-1197,25.466156,91.210206,4.93,15.1,sandy loam,41.34,soilgrids_synthetic,simulated
ISRO-2001-1198,23.491191,92.509978,6.52,1.59,clay loam,48.08,soilgrids_synthetic,simulated
ISRO-2018-1199,23.677063,91.51305,4.86,1.38,clay loam,77.69,soilgrids_synthetic,simulated
ISRO-2020-1200,27.368655,95.196653,5.04,53.71,loam,83.04,soilgrids_synthetic,simulated
COOLR-SYN-0001,23.839055,91.30715,6.18,14.86,loam,41.69,soilgrids_synthetic,simulated
COOLR-SYN-0002,25.732707,90.280514,5.42,22.1,sandy clay loam,81.36,soilgrids_synthetic,simulated
COOLR-SYN-0003,25.262163,91.310009,4.93,2.32,loam,40.0,soilgrids_synthetic,simulated
COOLR-SYN-0004,26.179193,94.821555,5.28,15.21,loam,50.86,soilgrids_synthetic,simulated
COOLR-SYN-0005,27.359479,88.693411,5.59,8.19,loam,74.37,soilgrids_synthetic,simulated
COOLR-SYN-0006,27.857116,94.467878,4.75,12.35,clay loam,43.94,soilgrids_synthetic,simulated
COOLR-SYN-0007,25.199104,91.94177,4.98,7.76,clay,84.39,soilgrids_synthetic,simulated
COOLR-SYN-0008,26.167711,94.946664,6.91,14.32,loam,81.92,soilgrids_synthetic,simulated
COOLR-SYN-0009,25.346182,91.122756,5.03,14.46,clay,61.95,soilgrids_synthetic,simulated
COOLR-SYN-0010,27.09322,93.12341,6.71,6.3,loam,40.98,soilgrids_synthetic,simulated
COOLR-SYN-0011,26.352878,93.938236,5.37,41.88,sandy clay loam,50.15,soilgrids_synthetic,simulated
COOLR-SYN-0012,25.995842,90.512315,5.67,9.0,clay loam,83.53,soilgrids_synthetic,simulated
COOLR-SYN-0013,24.583995,94.123938,5.0,35.18,sandy loam,37.74,soilgrids_synthetic,simulated
COOLR-SYN-0014,27.447858,88.300629,4.65,20.09,sandy loam,61.97,soilgrids_synthetic,simulated
COOLR-SYN-0015,26.354805,94.009372,5.27,15.84,silty clay loam,77.0,soilgrids_synthetic,simulated
COOLR-SYN-0016,23.579625,91.225923,6.3,4.45,clay,77.31,soilgrids_synthetic,simulated
COOLR-SYN-0017,26.267916,92.798373,4.65,9.67,loam,46.21,soilgrids_synthetic,simulated
COOLR-SYN-0018,25.268988,92.868275,5.34,42.76,clay,79.23,soilgrids_synthetic,simulated
COOLR-SYN-0019,25.353371,92.802101,6.53,13.22,clay,35.64,soilgrids_synthetic,simulated
COOLR-SYN-0020,25.316211,91.99994,5.43,12.6,sandy loam,50.99,soilgrids_synthetic,simulated
COOLR-SYN-0021,27.56998,91.608479,5.95,7.08,sandy loam,63.85,soilgrids_synthetic,simulated
COOLR-SYN-0022,27.00684,88.828015,5.54,0.59,clay loam,44.88,soilgrids_synthetic,simulated
COOLR-SYN-0023,25.731431,91.275015,6.1,87.13,loam,47.47,soilgrids_synthetic,simulated
COOLR-SYN-0024,28.02464,94.801961,6.74,5.33,loam,30.6,soilgrids_synthetic,simulated
COOLR-SYN-0025,25.308887,92.34653,5.67,20.77,silty clay loam,71.3,soilgrids_synthetic,simulated
COOLR-SYN-0026,24.935123,94.16868,6.6,51.35,loam,31.54,soilgrids_synthetic,simulated
COOLR-SYN-0027,23.444228,91.720122,4.88,7.51,clay loam,80.45,soilgrids_synthetic,simulated
COOLR-SYN-0028,26.374556,92.709577,4.72,1.52,loam,58.26,soilgrids_synthetic,simulated
COOLR-SYN-0029,22.957572,92.97562,6.54,24.98,silty clay loam,83.81,soilgrids_synthetic,simulated
COOLR-SYN-0030,25.513543,92.617845,6.33,21.46,loam,58.08,soilgrids_synthetic,simulated
COOLR-SYN-0031,26.904968,93.101818,4.88,6.33,sandy loam,32.64,soilgrids_synthetic,simulated
COOLR-SYN-0032,25.041131,94.123945,6.9,36.61,sandy clay loam,48.19,soilgrids_synthetic,simulated
COOLR-SYN-0033,24.636913,93.956661,6.0,8.91,silty clay loam,79.44,soilgrids_synthetic,simulated
COOLR-SYN-0034,26.658992,94.146035,5.18,29.91,silty clay loam,76.01,soilgrids_synthetic,simulated
COOLR-SYN-0035,26.283638,94.029361,5.46,24.66,silty clay loam,59.37,soilgrids_synthetic,simulated
COOLR-SYN-0036,22.955186,93.079746,5.46,16.7,clay loam,66.79,soilgrids_synthetic,simulated
COOLR-SYN-0037,27.375304,88.018328,4.84,27.75,silty clay loam,71.95,soilgrids_synthetic,simulated
COOLR-SYN-0038,25.473047,91.46878,6.46,4.2,clay,66.05,soilgrids_synthetic,simulated
COOLR-SYN-0039,26.550587,94.498696,5.5,26.11,loam,74.73,soilgrids_synthetic,simulated
COOLR-SYN-0040,27.875081,91.945881,4.95,80.17,loam,70.84,soilgrids_synthetic,simulated
COOLR-SYN-0041,23.281091,92.959221,6.72,4.58,clay loam,60.27,soilgrids_synthetic,simulated
COOLR-SYN-0042,26.167605,92.851852,4.93,10.67,sandy loam,37.19,soilgrids_synthetic,simulated
COOLR-SYN-0043,28.389951,94.89823,6.11,24.28,loam,56.02,soilgrids_synthetic,simulated
COOLR-SYN-0044,26.489235,94.961801,6.45,29.05,clay,37.4,soilgrids_synthetic,simulated
COOLR-SYN-0045,27.710056,88.338914,5.0,0.43,clay loam,83.82,soilgrids_synthetic,simulated
COOLR-SYN-0046,22.688349,93.085358,5.42,18.17,loam,74.23,soilgrids_synthetic,simulated
COOLR-SYN-0047,27.428542,91.951016,6.88,18.06,loam,45.2,soilgrids_synthetic,simulated
COOLR-SYN-0048,27.349422,88.117505,6.36,19.04,loam,36.45,soilgrids_synthetic,simulated
COOLR-SYN-0049,23.721759,91.75229,6.4,15.92,loam,69.8,soilgrids_synthetic,simulated
COOLR-SYN-0050,25.583592,90.486285,5.03,13.03,loam,47.91,soilgrids_synthetic,simulated
COOLR-SYN-0051,27.046261,95.274911,6.49,1.09,sandy loam,35.33,soilgrids_synthetic,simulated
COOLR-SYN-0052,23.453347,91.640622,5.55,24.8,clay,44.86,soilgrids_synthetic,simulated
COOLR-SYN-0053,24.910985,94.665585,6.04,65.93,silty clay loam,49.82,soilgrids_synthetic,simulated
COOLR-SYN-0054,25.322694,91.998986,6.85,26.66,sandy loam,77.61,soilgrids_synthetic,simulated
COOLR-SYN-0055,27.597259,88.514357,5.49,29.67,loam,55.07,soilgrids_synthetic,simulated
COOLR-SYN-0056,25.388237,92.411634,4.97,0.92,silty clay loam,45.76,soilgrids_synthetic,simulated
COOLR-SYN-0057,27.375029,95.059365,5.92,13.0,clay loam,76.26,soilgrids_synthetic,simulated
COOLR-SYN-0058,27.156433,88.071376,6.21,133.68,clay loam,61.82,soilgrids_synthetic,simulated
COOLR-SYN-0059,25.161418,93.964741,5.07,3.59,clay,42.1,soilgrids_synthetic,simulated
