event_id,latitude,longitude,date,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,data_source,data_quality
ISRO-2021-1015,27.313878,88.113433,2021-08-26,0.05,0.92,7.82,8.6,9.71,91.93,0.046,gpm_synthetic,simulated
ISRO-2007-1016,24.839372,94.50525,2007-12-06,0.04,0.96,1.56,1.98,3.21,6.02,0.045,gpm_synthetic,simulated
ISRO-2013-1017,26.47006,94.274871,2013-10-25,3.63,21.69,4.39,25.07,45.43,80.27,3.633,gpm_synthetic,simulated
ISRO-2011-1018,25.872095,94.034896,2011-06-09,4.34,13.3,3.87,32.22,40.54,390.51,4.342,gpm_synthetic,simulated
ISRO-2013-1019,26.541783,93.877856,2013-10-06,5.07,0.32,19.03,52.44,55.76,391.72,5.067,gpm_synthetic,simulated
ISRO-2012-1020,23.892825,92.561957,2012-10-27,0.01,0.0,0.0,0.07,0.13,0.34,0.008,gpm_synthetic,simulated
ISRO-2007-1021,23.726498,92.366256,2007-07-07,4.23,10.47,41.6,71.41,173.7,180.49,4.231,gpm_synthetic,simulated
ISRO-2003-1022,27.14643,88.532339,2003-08-19,1.35,5.05,17.7,24.66,42.26,111.86,1.353,gpm_synthetic,simulated
ISRO-2013-1023,23.735834,92.51975,2013-06-11,2.08,5.02,2.48,24.25,39.28,154.2,2.079,gpm_synthetic,simulated
ISRO-2007-1024,25.714302,90.936947,2007-08-12,2.17,35.3,8.34,34.76,62.39,94.02,2.169,gpm_synthetic,simulated
ISRO-2000-1025,28.312296,94.901961,2000-08-15,17.29,31.03,135.24,229.09,264.82,520.67,17.289,gpm_synthetic,simulated
ISRO-1998-1026,25.640452,91.279573,1998-07-17,0.98,9.58,82.51,90.2,128.72,224.28,0.978,gpm_synthetic,simulated
ISRO-2013-1027,27.530468,88.564317,2013-09-27,3.03,1.56,55.61,37.6,69.96,127.39,3.028,gpm_synthetic,simulated
ISRO-2019-1028,26.236991,94.457207,2019-07-22,2.39,2.64,94.29,113.35,156.73,289.43,2.394,gpm_synthetic,simulated
ISRO-2004-1029,26.318777,94.299048,2004-12-05,0.51,11.99,36.0,37.86,108.54,240.47,0.509,gpm_synthetic,simulated
ISRO-2021-1030,23.453929,92.896868,2021-11-03,0.24,0.93,0.59,5.44,6.18,8.24,0.24,gpm_synthetic,simulated
ISRO-1999-1031,27.428986,88.547299,1999-12-10,0.46,4.68,2.69,12.82,13.09,74.58,0.463,gpm_synthetic,simulated
ISRO-2007-1032,25.076151,92.047329,2007-09-04,0.91,2.12,0.05,19.37,23.26,33.6,0.908,gpm_synthetic,simulated
ISRO-2017-1033,25.37475,91.129744,2017-07-16,0.53,19.81,26.66,22.16,30.12,31.15,0.529,gpm_synthetic,simulated
ISRO-2014-1034,24.032271,91.517056,2014-09-06,0.68,4.37,18.99,34.9,37.67,407.16,0.684,gpm_synthetic,simulated
ISRO-2022-1035,25.513069,91.283454,2022-07-11,99.94,329.94,20.89,350.0,745.36,2061.48,99.938,gpm_synthetic,simulated
ISRO-2009-1036,25.546604,90.946672,2009-04-14,1.51,4.39,0.32,16.64,18.66,37.39,1.51,gpm_synthetic,simulated
ISRO-2006-1037,27.974896,94.821431,2006-07-26,1.82,39.81,1.34,136.51,234.66,354.02,1.818,gpm_synthetic,simulated
ISRO-2014-1038,27.388858,88.151204,2014-09-10,6.24,10.46,8.56,129.92,215.49,568.55,6.237,gpm_synthetic,simulated
ISRO-2016-1039,26.309717,94.095876,2016-07-19,0.9,0.07,3.75,19.07,27.25,63.63,0.899,gpm_synthetic,simulated
ISRO-1998-1040,25.304152,91.252361,1998-11-15,0.43,2.34,2.12,8.41,10.74,18.81,0.426,gpm_synthetic,simulated
ISRO-1998-1041,23.522082,91.381684,1998-10-26,0.39,1.79,0.66,4.0,5.51,14.07,0.39,gpm_synthetic,simulated
ISRO-2018-1042,23.687826,92.345886,2018-04-18,4.52,2.96,21.02,58.35,89.23,151.94,4.517,gpm_synthetic,simulated
ISRO-2018-1043,25.904762,93.850134,2018-05-20,0.01,4.22,3.38,21.01,33.71,93.93,0.006,gpm_synthetic,simulated
ISRO-2018-1044,25.705329,90.363497,2018-02-04,0.49,6.3,37.83,28.59,63.35,122.98,0.495,gpm_synthetic,simulated
ISRO-2018-1045,26.049806,94.512729,2018-09-22,28.08,20.66,26.2,80.02,81.58,339.23,28.084,gpm_synthetic,simulated
ISRO-2002-1046,26.500504,94.692308,2002-08-11,11.73,35.03,121.44,159.78,185.27,519.55,11.731,gpm_synthetic,simulated
ISRO-2006-1047,25.508525,90.260967,2006-06-15,0.14,5.6,26.12,12.4,17.52,54.94,0.139,gpm_synthetic,simulated
ISRO-2016-1048,26.668202,94.15457,2016-08-12,0.43,33.63,11.11,42.54,54.38,113.44,0.427,gpm_synthetic,simulated
ISRO-2002-1049,23.342926,92.936677,2002-07-16,3.46,5.24,24.81,72.01,100.3,594.67,3.459,gpm_synthetic,simulated
ISRO-2009-1050,24.900701,94.180431,2009-08-15,3.57,0.64,14.66,41.7,89.0,166.2,3.567,gpm_synthetic,simulated
ISRO-2010-1051,24.834727,94.14413,2010-12-23,0.44,1.13,9.49,21.94,35.02,66.94,0.437,gpm_synthetic,simulated
ISRO-2020-1052,27.590508,88.492876,2020-08-14,3.56,23.86,17.72,72.31,152.75,176.37,3.556,gpm_synthetic,simulated
ISRO-2021-1053,23.878411,92.416957,2021-06-03,1.74,58.85,76.98,244.97,298.46,440.96,1.736,gpm_synthetic,simulated
ISRO-2006-1054,27.025736,93.145019,2006-12-07,0.03,0.09,0.33,0.34,0.49,1.04,0.027,gpm_synthetic,simulated
ISRO-2020-1055,25.072641,94.231536,2020-07-22,1.55,1.67,6.65,10.06,15.95,33.87,1.553,gpm_synthetic,simulated
ISRO-2017-1056,26.103896,94.410747,2017-10-12,2.23,4.84,33.96,52.74,91.9,204.77,2.226,gpm_synthetic,simulated
ISRO-2000-1057,26.246127,94.120951,2000-05-03,0.54,3.48,1.81,22.25,23.44,90.55,0.541,gpm_synthetic,simulated
ISRO-2021-1058,25.596311,91.477863,2021-11-15,1.85,0.54,25.2,17.57,50.84,83.82,1.848,gpm_synthetic,simulated
ISRO-2014-1059,26.501838,94.144861,2014-08-14,2.4,79.17,16.6,192.21,379.99,654.11,2.401,gpm_synthetic,simulated
ISRO-2008-1060,27.06278,88.49151,2008-10-07,0.34,26.61,7.55,33.51,35.54,100.19,0.336,gpm_synthetic,simulated
ISRO-1998-1061,27.137125,95.363477,1998-09-15,0.13,17.84,25.76,49.54,61.1,96.05,0.128,gpm_synthetic,simulated
ISRO-2017-1062,26.204383,93.753513,2017-07-26,0.5,32.49,0.96,101.71,146.46,179.87,0.499,gpm_synthetic,simulated
ISRO-2001-1063,27.807164,91.828331,2001-01-01,0.43,6.31,2.01,11.06,17.25,20.56,0.431,gpm_synthetic,simulated
ISRO-2015-1064,24.389683,93.934657,2015-12-07,0.08,2.22,1.5,3.84,6.97,25.82,0.082,gpm_synthetic,simulated
ISRO-2010-1065,26.530012,94.647014,2010-11-16,0.59,1.41,17.22,40.6,61.5,78.39,0.588,gpm_synthetic,simulated
ISRO-2013-1066,25.232842,92.333818,2013-05-12,1.9,5.17,34.76,38.23,62.54,122.71,1.902,gpm_synthetic,simulated
ISRO-2016-1067,23.682358,91.371027,2016-06-02,11.0,11.73,14.13,88.02,134.92,739.31,10.997,gpm_synthetic,simulated
ISRO-2000-1068,27.52446,88.406094,2000-06-07,0.72,2.19,5.61,15.85,18.82,53.67,0.723,gpm_synthetic,simulated
ISRO-2006-1069,27.302152,88.722968,2006-09-15,6.51,2.3,4.0,97.32,233.01,400.84,6.507,gpm_synthetic,simulated
ISRO-2017-1070,25.605096,92.845887,2017-09-04,1.3,19.49,4.43,47.11,141.29,225.63,1.299,gpm_synthetic,simulated
ISRO-2005-1071,27.071916,88.483548,2005-07-07,4.03,4.75,157.76,268.0,338.59,1115.67,4.033,gpm_synthetic,simulated
ISRO-2015-1072,27.447019,88.663952,2015-10-26,0.44,14.39,3.08,33.99,92.65,139.3,0.436,gpm_synthetic,simulated
ISRO-1998-1073,23.580007,92.560865,1998-08-05,13.7,0.91,46.11,75.25,82.37,202.48,13.704,gpm_synthetic,simulated
ISRO-2019-1074,25.430963,90.820079,2019-08-12,18.36,73.47,312.79,350.0,585.65,884.63,18.36,gpm_synthetic,simulated
ISRO-2019-1075,24.478254,93.688494,2019-09-21,3.55,5.5,7.13,14.29,20.3,68.18,3.545,gpm_synthetic,simulated
ISRO-2011-1076,27.275297,88.299479,2011-09-27,0.12,26.57,88.52,100.57,120.12,202.82,0.118,gpm_synthetic,simulated
ISRO-2004-1077,22.731185,92.627257,2004-08-20,10.1,32.84,86.85,135.98,176.37,519.37,10.095,gpm_synthetic,simulated
ISRO-2012-1078,26.593,93.839019,2012-12-20,0.14,2.64,9.2,5.72,6.6,62.58,0.138,gpm_synthetic,simulated
ISRO-2006-1079,23.474644,92.401169,2006-07-25,3.49,30.02,140.06,131.4,163.74,1161.93,3.487,gpm_synthetic,simulated
ISRO-1998-1080,24.868552,94.203907,1998-06-13,0.62,30.22,30.5,53.15,57.21,188.27,0.624,gpm_synthetic,simulated
ISRO-2005-1081,27.244806,92.7787,2005-07-09,0.15,3.52,49.14,68.37,100.04,284.49,0.153,gpm_synthetic,simulated
ISRO-2009-1082,24.572432,93.811161,2009-12-26,0.8,4.05,4.94,15.08,25.29,27.21,0.804,gpm_synthetic,simulated
ISRO-2002-1083,26.99549,93.031914,2002-06-12,0.43,6.86,6.27,10.78,12.6,32.83,0.427,gpm_synthetic,simulated
ISRO-1999-1084,27.578275,88.378439,1999-08-19,9.53,154.17,114.67,314.71,474.97,1434.7,9.531,gpm_synthetic,simulated
ISRO-2022-1085,23.241143,92.513667,2022-09-20,0.56,3.44,147.28,74.1,199.42,231.34,0.563,gpm_synthetic,simulated
ISRO-2001-1086,26.454111,92.938438,2001-06-24,0.37,1.0,12.93,9.47,10.93,48.13,0.373,gpm_synthetic,simulated
ISRO-1998-1087,26.562607,92.802996,1998-01-09,1.01,4.34,5.15,31.51,51.65,103.8,1.01,gpm_synthetic,simulated
ISRO-2001-1088,26.429253,94.032653,2001-06-04,0.05,2.22,8.02,8.54,11.5,12.5,0.049,gpm_synthetic,simulated
ISRO-2009-1089,25.360015,91.214314,2009-02-02,0.81,9.13,5.01,28.63,78.88,81.8,0.807,gpm_synthetic,simulated
ISRO-2017-1090,24.607837,93.651972,2017-06-01,0.47,0.82,2.39,15.44,15.84,33.54,0.474,gpm_synthetic,simulated
ISRO-2018-1091,24.996481,94.213977,2018-08-21,1.96,12.48,100.88,145.08,228.38,443.07,1.964,gpm_synthetic,simulated
ISRO-2001-1092,27.231619,95.061677,2001-07-15,0.15,2.18,1.41,9.83,13.83,42.79,0.152,gpm_synthetic,simulated
ISRO-2011-1093,26.417581,94.14248,2011-01-18,0.3,9.41,12.12,18.48,26.07,73.59,0.3,gpm_synthetic,simulated
ISRO-2012-1094,27.450741,88.497033,2012-09-24,27.31,23.08,32.49,110.84,261.19,297.19,27.31,gpm_synthetic,simulated
ISRO-2017-1095,26.464526,94.518647,2017-06-07,0.17,1.24,6.79,21.79,40.98,43.05,0.168,gpm_synthetic,simulated
ISRO-2012-1096,27.000808,88.18496,2012-07-18,0.79,7.5,46.44,39.69,74.33,111.81,0.793,gpm_synthetic,simulated
ISRO-2012-1097,27.089534,95.001451,2012-09-27,0.71,0.49,2.42,13.57,15.34,15.61,0.714,gpm_synthetic,simulated
ISRO-2009-1098,25.64904,91.183181,2009-08-07,1.74,9.55,96.98,45.29,68.36,171.21,1.743,gpm_synthetic,simulated
ISRO-2016-1099,25.165556,92.158027,2016-07-18,1.59,39.43,7.55,58.92,71.25,210.58,1.59,gpm_synthetic,simulated
ISRO-2006-1100,26.52217,92.829745,2006-08-17,3.77,13.68,66.81,69.4,80.55,173.32,3.766,gpm_synthetic,simulated
ISRO-2002-1101,26.290053,92.613907,2002-09-06,1.04,40.44,166.93,83.8,99.8,424.32,1.036,gpm_synthetic,simulated
ISRO-2020-1102,25.690215,92.861508,2020-08-27,29.85,45.62,96.85,124.24,258.13,489.67,29.847,gpm_synthetic,simulated
ISRO-2019-1103,25.646236,91.137899,2019-07-25,24.73,26.46,16.23,159.91,175.33,577.37,24.727,gpm_synthetic,simulated
ISRO-2019-1104,23.687923,91.71067,2019-06-26,0.0,3.54,6.09,19.95,29.16,54.7,0.002,gpm_synthetic,simulated
ISRO-2000-1105,25.734,90.245055,2000-08-03,1.71,12.34,38.31,98.25,144.98,241.55,1.708,gpm_synthetic,simulated
ISRO-2002-1106,27.418698,91.623682,2002-09-17,4.31,9.17,5.47,71.24,73.13,96.02,4.314,gpm_synthetic,simulated
ISRO-2017-1107,26.738261,93.94548,2017-05-05,4.41,0.71,1.52,16.68,23.81,32.74,4.406,gpm_synthetic,simulated
ISRO-2020-1108,26.328374,93.776608,2020-06-06,0.59,1.46,0.76,9.26,17.91,31.94,0.588,gpm_synthetic,simulated
ISRO-1999-1109,27.58649,91.595166,1999-07-11,9.0,2.23,35.26,129.69,187.41,1004.19,8.995,gpm_synthetic,simulated
ISRO-1998-1110,26.236999,93.661329,1998-10-09,0.02,1.51,2.2,15.71,28.83,35.92,0.018,gpm_synthetic,simulated
ISRO-2016-1111,27.218672,93.067161,2016-08-01,2.98,48.53,18.89,77.25,85.74,376.52,2.978,gpm_synthetic,simulated
ISRO-2017-1112,27.06803,88.741795,2017-09-20,10.72,2.39,75.49,33.05,41.43,98.99,10.722,gpm_synthetic,simulated
ISRO-2003-1113,25.601395,90.209718,2003-06-05,0.66,4.41,10.95,92.37,146.7,749.02,0.658,gpm_synthetic,simulated
ISRO-2021-1114,25.269461,91.35341,2021-07-22,0.07,0.11,1.12,42.71,61.09,297.48,0.066,gpm_synthetic,simulated
ISRO-2013-1115,25.452803,92.665652,2013-08-08,1.72,8.38,3.47,22.43,23.91,49.21,1.718,gpm_synthetic,simulated
ISRO-2008-1116,25.423614,91.853498,2008-07-10,13.69,36.02,30.19,142.75,333.86,460.3,13.688,gpm_synthetic,simulated
ISRO-2007-1117,27.2253,88.655258,2007-05-08,0.51,1.0,4.77,16.97,24.78,38.47,0.512,gpm_synthetic,simulated
ISRO-2003-1118,23.558905,91.268631,2003-05-26,0.03,0.42,3.37,5.27,5.65,12.47,0.029,gpm_synthetic,simulated
ISRO-2017-1119,27.597688,88.176646,2017-07-20,4.47,3.48,45.95,64.38,65.77,195.62,4.473,gpm_synthetic,simulated
ISRO-2006-1120,25.534875,92.087371,2006-09-11,1.13,3.5,2.68,82.2,138.32,151.01,1.134,gpm_synthetic,simulated
ISRO-2004-1121,24.437617,94.003174,2004-07-16,5.63,7.72,1.58,77.73,96.08,370.59,5.631,gpm_synthetic,simulated
ISRO-2020-1122,26.217173,94.682982,2020-10-11,0.91,20.89,65.09,57.45,94.96,198.64,0.912,gpm_synthetic,simulated
ISRO-1998-1123,27.509431,95.308434,1998-08-17,10.87,32.39,61.22,137.18,164.83,196.09,10.868,gpm_synthetic,simulated
ISRO-2012-1124,25.42429,91.990489,2012-02-27,0.02,2.83,3.2,6.13,13.69,19.5,0.022,gpm_synthetic,simulated
ISRO-2001-1125,27.232715,88.564097,2001-10-26,0.41,3.05,5.72,5.06,11.17,35.26,0.411,gpm_synthetic,simulated
ISRO-2019-1126,26.073028,94.494482,2019-01-01,0.81,7.28,1.76,16.32,28.29,75.05,0.806,gpm_synthetic,simulated
ISRO-2015-1127,27.266117,88.374371,2015-11-19,0.59,4.73,14.0,14.71,32.19,52.86,0.594,gpm_synthetic,simulated
ISRO-2014-1128,26.445963,94.305555,2014-07-23,0.25,9.64,14.66,101.8,131.04,415.34,0.247,gpm_synthetic,simulated
ISRO-2016-1129,27.312004,88.730465,2016-02-23,0.5,4.37,20.54,28.25,29.59,46.54,0.5,gpm_synthetic,simulated
ISRO-2007-1130,25.493756,92.081217,2007-11-08,0.14,3.67,24.22,11.44,13.02,13.42,0.144,gpm_synthetic,simulated
ISRO-2000-1131,27.019655,88.232418,2000-07-17,0.19,3.82,0.17,9.48,10.9,22.29,0.195,gpm_synthetic,simulated
ISRO-2022-1132,24.946493,93.894598,2022-11-16,4.66,2.13,4.65,45.43,63.32,221.35,4.659,gpm_synthetic,simulated
ISRO-2013-1133,25.747461,90.766641,2013-10-23,5.15,26.54,9.32,30.69,54.25,158.08,5.153,gpm_synthetic,simulated
ISRO-2002-1134,25.451565,91.329323,2002-09-17,8.84,96.08,12.31,99.58,146.83,180.84,8.841,gpm_synthetic,simulated
ISRO-2014-1135,23.788437,92.620658,2014-10-04,0.77,1.28,8.77,11.4,12.15,46.11,0.768,gpm_synthetic,simulated
ISRO-2009-1136,26.230309,94.508708,2009-02-06,0.04,0.12,0.18,0.61,0.65,3.16,0.043,gpm_synthetic,simulated
ISRO-2011-1137,27.562249,91.881081,2011-05-15,0.27,2.48,4.42,19.76,23.7,51.51,0.273,gpm_synthetic,simulated
ISRO-2009-1138,27.243793,88.62832,2009-07-27,11.44,5.0,95.8,167.79,268.19,470.78,11.442,gpm_synthetic,simulated
ISRO-2016-1139,25.814535,90.15076,2016-10-13,0.12,0.09,2.16,10.26,12.64,20.33,0.124,gpm_synthetic,simulated
ISRO-2010-1140,26.487263,93.966832,2010-05-23,0.66,1.08,8.98,40.25,41.26,262.19,0.658,gpm_synthetic,simulated
ISRO-2013-1141,23.63001,92.886084,2013-10-10,0.07,0.55,3.83,7.95,9.95,14.8,0.072,gpm_synthetic,simulated
ISRO-2005-1142,24.574784,93.696821,2005-07-20,0.47,4.65,8.9,22.6,23.16,87.35,0.47,gpm_synthetic,simulated
ISRO-2010-1143,27.362626,95.107834,2010-07-04,1.19,1.3,13.03,14.91,15.39,49.75,1.185,gpm_synthetic,simulated
ISRO-1999-1144,25.80905,90.169219,1999-07-13,1.2,11.13,8.46,350.0,468.04,517.81,1.201,gpm_synthetic,simulated
ISRO-2011-1145,23.936176,92.485009,2011-07-25,4.17,99.18,146.15,206.31,315.68,461.96,4.172,gpm_synthetic,simulated
ISRO-2006-1146,28.282915,94.789323,2006-08-16,0.3,70.89,70.84,111.59,143.9,258.42,0.297,gpm_synthetic,simulated
ISRO-2002-1147,27.101558,88.135592,2002-02-19,0.08,0.19,2.32,4.27,4.8,14.47,0.084,gpm_synthetic,simulated
ISRO-2010-1148,27.297685,95.336699,2010-07-01,0.68,0.76,12.06,11.91,28.45,69.78,0.684,gpm_synthetic,simulated
ISRO-2016-1149,26.742523,94.323024,2016-09-17,0.82,6.3,4.0,8.05,9.34,27.63,0.818,gpm_synthetic,simulated
ISRO-2011-1150,23.679247,91.293338,2011-08-04,4.71,4.54,42.24,94.82,105.37,134.49,4.71,gpm_synthetic,simulated
ISRO-2002-1151,25.53119,92.073472,2002-02-10,0.48,0.57,0.34,3.43,4.36,7.29,0.479,gpm_synthetic,simulated
ISRO-2004-1152,25.622569,92.922737,2004-05-11,0.34,7.2,16.25,72.54,113.34,169.97,0.34,gpm_synthetic,simulated
ISRO-2022-1153,27.446409,88.442099,2022-12-05,0.41,3.77,13.19,10.16,16.48,88.82,0.408,gpm_synthetic,simulated
ISRO-1999-1154,24.962885,94.648649,1999-09-21,1.23,10.02,11.81,35.51,73.9,98.86,1.234,gpm_synthetic,simulated
ISRO-2012-1155,26.504669,94.507981,2012-07-09,0.2,1.06,5.02,5.29,6.32,20.34,0.197,gpm_synthetic,simulated
ISRO-2005-1156,27.596818,91.56448,2005-07-07,0.23,4.55,21.41,21.84,34.13,156.54,0.234,gpm_synthetic,simulated
ISRO-2013-1157,24.664308,93.770841,2013-09-10,4.49,14.43,141.59,125.88,348.43,407.35,4.493,gpm_synthetic,simulated
ISRO-2011-1158,25.000006,94.345975,2011-12-12,2.01,3.25,26.98,35.4,42.02,48.01,2.014,gpm_synthetic,simulated
ISRO-2001-1159,24.607227,93.884869,2001-11-24,0.16,0.57,30.3,12.96,24.48,94.32,0.161,gpm_synthetic,simulated
ISRO-2021-1160,23.860674,91.350438,2021-10-02,0.31,18.36,38.18,69.38,236.3,468.61,0.313,gpm_synthetic,simulated
ISRO-2021-1161,25.94595,90.288201,2021-08-05,1.04,0.85,1.77,28.68,58.71,58.87,1.043,gpm_synthetic,simulated
ISRO-2008-1162,23.589765,91.25262,2008-09-24,0.16,4.51,5.76,11.45,15.35,34.76,0.162,gpm_synthetic,simulated
ISRO-2000-1163,26.717021,94.076146,2000-09-03,3.63,4.19,141.07,109.9,136.81,616.62,3.627,gpm_synthetic,simulated
ISRO-1998-1164,24.982699,94.271902,1998-07-26,0.1,4.95,24.18,32.27,43.79,46.18,0.097,gpm_synthetic,simulated
ISRO-2004-1165,27.335678,95.035861,2004-11-26,1.42,9.6,4.3,34.55,38.31,50.38,1.417,gpm_synthetic,simulated
ISRO-2016-1166,26.89123,92.817821,2016-07-19,0.44,8.35,15.81,24.19,24.48,30.47,0.437,gpm_synthetic,simulated
ISRO-1999-1167,25.550584,91.061932,1999-07-02,1.41,2.79,20.45,43.32,91.69,135.64,1.412,gpm_synthetic,simulated
ISRO-2008-1168,24.524129,93.93928,2008-03-09,0.12,2.4,0.92,6.98,8.6,14.64,0.122,gpm_synthetic,simulated
ISRO-2013-1169,26.238524,94.449817,2013-09-23,4.36,24.57,13.2,82.16,92.29,225.72,4.359,gpm_synthetic,simulated
ISRO-2006-1170,23.813442,92.593033,2006-12-09,0.19,1.1,0.75,2.42,4.18,5.69,0.186,gpm_synthetic,simulated
ISRO-2004-1171,26.473487,94.065313,2004-09-14,2.71,3.03,4.36,47.75,49.35,173.85,2.713,gpm_synthetic,simulated
ISRO-2017-1172,23.935423,91.494254,2017-09-03,2.19,50.25,56.4,52.68,106.06,176.42,2.187,gpm_synthetic,simulated
ISRO-2022-1173,25.537339,90.217779,2022-07-05,0.13,20.44,5.83,92.91,98.89,462.98,0.131,gpm_synthetic,simulated
ISRO-2009-1174,27.607313,91.993341,2009-06-23,3.5,2.74,17.97,32.9,152.65,177.98,3.498,gpm_synthetic,simulated
ISRO-2011-1175,25.355588,92.820678,2011-08-19,5.14,21.65,6.06,78.98,122.8,217.76,5.143,gpm_synthetic,simulated
ISRO-2014-1176,26.481101,92.812582,2014-09-13,2.02,21.07,15.73,31.19,52.35,227.22,2.019,gpm_synthetic,simulated
ISRO-2015-1177,24.572999,93.821124,2015-06-10,0.12,3.74,0.4,9.59,35.98,36.44,0.12,gpm_synthetic,simulated
ISRO-2008-1178,26.418413,94.713864,2008-03-27,11.23,32.92,21.34,75.87,240.69,448.52,11.233,gpm_synthetic,simulated
ISRO-2013-1179,26.240712,93.719055,2013-09-12,26.73,21.02,26.98,102.3,139.18,354.28,26.725,gpm_synthetic,simulated
ISRO-2012-1180,26.477259,94.135963,2012-06-16,0.35,21.49,4.64,16.45,16.66,120.26,0.354,gpm_synthetic,simulated
ISRO-2012-1181,26.62416,92.902758,2012-09-09,6.37,46.07,136.89,195.02,291.13,746.26,6.373,gpm_synthetic,simulated
ISRO-2004-1182,25.423941,92.921091,2004-10-07,0.6,6.5,15.39,32.61,92.03,104.49,0.6,gpm_synthetic,simulated
ISRO-2003-1183,23.239489,92.743397,2003-10-27,0.05,16.31,1.7,15.97,17.79,129.19,0.052,gpm_synthetic,simulated
ISRO-2022-1184,24.667805,94.250657,2022-08-17,0.24,0.36,0.67,15.16,23.33,37.55,0.238,gpm_synthetic,simulated
ISRO-1998-1185,26.191207,92.732434,1998-08-27,0.3,49.73,28.77,131.77,149.81,245.45,0.296,gpm_synthetic,simulated
ISRO-2022-1186,23.72888,91.54953,2022-09-18,0.04,0.3,3.39,8.21,10.95,12.66,0.042,gpm_synthetic,simulated
ISRO-2021-1187,27.202338,92.948336,2021-11-26,0.58,11.28,1.31,35.48,61.67,112.31,0.584,gpm_synthetic,simulated
ISRO-1999-1188,26.103997,94.938476,1999-09-06,2.05,22.49,64.06,155.09,243.66,1301.67,2.048,gpm_synthetic,simulated
ISRO-2012-1189,23.862769,91.335203,2012-09-06,1.79,27.09,57.9,69.09,147.76,295.8,1.791,gpm_synthetic,simulated
ISRO-2004-1190,27.153694,92.837946,2004-11-26,0.06,0.27,0.81,2.99,4.41,19.42,0.057,gpm_synthetic,simulated
ISRO-2020-1191,27.563766,88.165892,2020-04-14,0.41,1.44,0.5,5.4,6.41,17.42,0.409,gpm_synthetic,simulated
ISRO-2018-1192,25.381159,91.020742,2018-12-18,0.64,5.5,1.73,8.34,20.28,28.05,0.638,gpm_synthetic,simulated
ISRO-2019-1193,24.867913,94.20374,2019-12-03,0.21,0.9,20.47,14.54,19.3,28.01,0.207,gpm_synthetic,simulated
ISRO-2012-1194,27.487519,91.887236,2012-08-19,4.65,19.65,122.33,199.68,219.44,557.0,4.646,gpm_synthetic,simulated
ISRO-2013-1195,26.201544,92.62305,2013-07-01,2.11,8.31,50.67,139.46,166.82,554.67,2.11,gpm_synthetic,simulated
ISRO-2014-1196,22.720087,92.578669,2014-09-17,0.08,0.0,0.09,0.88,1.31,2.53,0.081,gpm_synthetic,simulated
ISRO-1999-1197,25.466156,91.210206,1999-07-18,0.0,0.07,0.07,0.28,0.3,0.9,0.002,gpm_synthetic,simulated
ISRO-2001-1198,23.491191,92.509978,2001-09-02,0.28,45.14,28.72,66.51,85.36,157.61,0.281,gpm_synthetic,simulated
ISRO-2018-1199,23.677063,91.51305,2018-09-15,2.69,10.21,42.8,71.47,133.52,424.03,2.694,gpm_synthetic,simulated
ISRO-2020-1200,27.368655,95.196653,2020-06-14,4.19,3.01,2.73,26.52,37.45,56.9,4.194,gpm_synthetic,simulated
COOLR-SYN-0001,23.839055,91.30715,2015-12-27,0.17,3.06,0.06,6.77,7.73,10.82,0.167,gpm_synthetic,simulated
COOLR-SYN-0002,25.732707,90.280514,2008-11-17,1.15,3.29,0.22,23.86,28.58,171.13,1.145,gpm_synthetic,simulated
COOLR-SYN-0003,25.262163,91.310009,2013-11-19,0.31,12.64,1.17,9.36,19.14,30.18,0.31,gpm_synthetic,simulated
COOLR-SYN-0004,26.179193,94.821555,2008-10-13,1.47,7.16,44.25,49.14,96.81,163.79,1.472,gpm_synthetic,simulated
COOLR-SYN-0005,27.359479,88.693411,2016-08-25,1.85,7.18,55.58,29.94,42.26,178.87,1.848,gpm_synthetic,simulated
COOLR-SYN-0006,27.857116,94.467878,2011-08-08,1.23,8.64,4.49,33.69,33.98,199.72,1.229,gpm_synthetic,simulated
COOLR-SYN-0007,25.199104,91.94177,2022-09-09,0.67,28.47,10.28,58.99,64.66,173.57,0.67,gpm_synthetic,simulated
COOLR-SYN-0008,26.167711,94.946664,2015-09-16,4.03,12.92,1.09,32.97,56.58,57.96,4.032,gpm_synthetic,simulated
COOLR-SYN-0009,25.346182,91.122756,2019-07-14,7.83,47.71,109.33,167.05,234.97,729.19,7.833,gpm_synthetic,simulated
COOLR-SYN-0010,27.09322,93.12341,2020-03-06,0.15,13.72,14.21,18.93,20.14,59.5,0.145,gpm_synthetic,simulated
COOLR-SYN-0011,26.352878,93.938236,2013-09-12,2.79,75.42,11.45,75.03,106.74,320.97,2.792,gpm_synthetic,simulated
COOLR-SYN-0012,25.995842,90.512315,2015-08-20,0.01,0.01,2.14,2.83,4.04,12.05,0.008,gpm_synthetic,simulated
COOLR-SYN-0013,24.583995,94.123938,2020-07-01,1.44,6.17,13.77,27.83,90.85,99.87,1.444,gpm_synthetic,simulated
COOLR-SYN-0014,27.447858,88.300629,2014-07-23,0.35,4.33,46.15,19.85,87.32,169.97,0.355,gpm_synthetic,simulated
COOLR-SYN-0015,26.354805,94.009372,2009-07-06,1.2,26.07,35.12,54.2,58.85,77.48,1.198,gpm_synthetic,simulated
