event_id,latitude,longitude,elevation,slope,aspect,curvature,terrain_ruggedness,data_source,data_quality
ISRO-2019-1002,24.543952,94.132964,1516.3,18.18,288.36,0.0025,14.18,dem_synthetic,simulated
ISRO-2017-1003,25.604936,90.915511,1633.8,41.24,103.85,-0.0413,85.63,dem_synthetic,simulated
ISRO-2004-1004,24.993554,94.043508,1570.4,36.9,71.91,0.0026,71.38,dem_synthetic,simulated
ISRO-2012-1005,26.909664,92.750546,2830.8,38.83,237.68,-0.0137,42.01,dem_synthetic,simulated
ISRO-2002-1006,25.655311,90.470133,1550.6,25.9,254.63,0.035,50.1,dem_synthetic,simulated
ISRO-2011-1007,26.196092,93.846613,1944.9,15.43,149.68,-0.0019,75.34,dem_synthetic,simulated
ISRO-2012-1008,27.502314,91.904814,3562.3,23.26,222.12,0.0032,124.82,dem_synthetic,simulated
ISRO-2021-1009,24.828298,93.913749,2069.0,6.45,223.04,-0.0105,26.98,dem_synthetic,simulated
ISRO-2003-1010,23.474563,91.842347,1381.3,37.16,231.32,-0.0205,36.92,dem_synthetic,simulated
ISRO-2003-1011,23.457632,92.488454,1526.6,24.83,201.45,-0.0034,107.73,dem_synthetic,simulated
ISRO-2009-1012,25.501021,90.21957,1182.2,26.51,332.38,0.0727,13.07,dem_synthetic,simulated
ISRO-1999-1013,25.014498,94.07606,1590.2,34.92,311.41,-0.0153,201.92,dem_synthetic,simulated
ISRO-2015-1014,26.263064,94.07998,2332.8,43.46,345.51,-0.0524,94.18,dem_synthetic,simulated
ISRO-2021-1015,27.313878,88.113433,2170.6,33.29,3.46,-0.0454,51.27,dem_synthetic,simulated
ISRO-2007-1016,24.839372,94.50525,814.4,30.06,21.91,0.0012,4.99,dem_synthetic,simulated
ISRO-2013-1017,26.47006,94.274871,1609.6,30.92,211.8,-0.0712,70.67,dem_synthetic,simulated
ISRO-2011-1018,25.872095,94.034896,1149.8,29.62,257.34,-0.0044,293.87,dem_synthetic,simulated
ISRO-2013-1019,26.541783,93.877856,3066.5,35.27,53.48,0.0062,199.45,dem_synthetic,simulated
ISRO-2012-1020,23.892825,92.561957,989.9,30.66,29.45,0.0082,25.93,dem_synthetic,simulated
ISRO-2007-1021,23.726498,92.366256,640.8,25.62,244.08,0.115,34.47,dem_synthetic,simulated
ISRO-2003-1022,27.14643,88.532339,3063.2,33.58,354.67,0.081,103.31,dem_synthetic,simulated
ISRO-2013-1023,23.735834,92.51975,1040.9,30.11,196.32,0.0267,93.17,dem_synthetic,simulated
ISRO-2007-1024,25.714302,90.936947,1914.3,35.42,104.67,-0.0704,72.67,dem_synthetic,simulated
ISRO-2000-1025,28.312296,94.901961,1854.7,46.09,226.89,0.0763,169.48,dem_synthetic,simulated
ISRO-1998-1026,25.640452,91.279573,1728.6,36.8,162.25,0.0328,56.21,dem_synthetic,simulated
ISRO-2013-1027,27.530468,88.564317,2167.5,36.66,54.98,-0.0146,49.25,dem_synthetic,simulated
ISRO-2019-1028,26.236991,94.457207,1385.6,23.69,154.38,0.0209,19.58,dem_synthetic,simulated
ISRO-2004-1029,26.318777,94.299048,2006.3,41.94,348.0,0.0322,222.67,dem_synthetic,simulated
ISRO-2021-1030,23.453929,92.896868,1083.5,21.47,97.53,0.0595,36.49,dem_synthetic,simulated
ISRO-1999-1031,27.428986,88.547299,2503.2,35.31,225.35,-0.0154,103.65,dem_synthetic,simulated
ISRO-2007-1032,25.076151,92.047329,1560.4,39.21,84.65,-0.044,160.99,dem_synthetic,simulated
ISRO-2017-1033,25.37475,91.129744,2675.5,30.91,322.19,0.0838,53.54,dem_synthetic,simulated
ISRO-2014-1034,24.032271,91.517056,1459.0,19.44,78.15,-0.0326,13.92,dem_synthetic,simulated
ISRO-2022-1035,25.513069,91.283454,2568.6,27.03,171.42,0.0184,6.7,dem_synthetic,simulated
ISRO-2009-1036,25.546604,90.946672,2391.0,26.86,20.49,0.028,34.19,dem_synthetic,simulated
ISRO-2006-1037,27.974896,94.821431,2019.3,49.38,286.54,-0.0369,40.73,dem_synthetic,simulated
ISRO-2014-1038,27.388858,88.151204,2637.3,51.13,341.49,0.0381,3.7,dem_synthetic,simulated
ISRO-2016-1039,26.309717,94.095876,1344.0,27.46,155.86,0.0059,64.36,dem_synthetic,simulated
ISRO-1998-1040,25.304152,91.252361,1936.7,27.33,144.13,-0.0169,19.71,dem_synthetic,simulated
ISRO-1998-1041,23.522082,91.381684,451.8,16.18,300.64,-0.0067,10.49,dem_synthetic,simulated
ISRO-2018-1042,23.687826,92.345886,778.1,27.23,335.41,-0.0425,28.14,dem_synthetic,simulated
ISRO-2018-1043,25.904762,93.850134,1883.0,37.6,214.27,0.0202,25.49,dem_synthetic,simulated
ISRO-2018-1044,25.705329,90.363497,2188.3,44.28,173.34,-0.0113,24.44,dem_synthetic,simulated
ISRO-2018-1045,26.049806,94.512729,2870.9,43.18,264.17,0.0057,67.9,dem_synthetic,simulated
ISRO-2002-1046,26.500504,94.692308,2241.5,36.29,120.36,-0.0079,273.47,dem_synthetic,simulated
ISRO-2006-1047,25.508525,90.260967,2065.9,25.02,244.36,0.0544,29.85,dem_synthetic,simulated
ISRO-2016-1048,26.668202,94.15457,3386.6,32.22,320.2,0.0156,25.57,dem_synthetic,simulated
ISRO-2002-1049,23.342926,92.936677,478.4,16.93,8.36,-0.0018,28.26,dem_synthetic,simulated
ISRO-2009-1050,24.900701,94.180431,1434.3,30.17,200.92,-0.0598,32.79,dem_synthetic,simulated
ISRO-2010-1051,24.834727,94.14413,1985.1,24.17,314.23,0.0305,81.73,dem_synthetic,simulated
ISRO-2020-1052,27.590508,88.492876,3466.4,32.64,36.79,0.1121,279.48,dem_synthetic,simulated
ISRO-2021-1053,23.878411,92.416957,793.0,24.07,314.86,0.0218,37.64,dem_synthetic,simulated
ISRO-2006-1054,27.025736,93.145019,2688.0,38.13,56.05,0.0135,212.1,dem_synthetic,simulated
ISRO-2020-1055,25.072641,94.231536,1780.9,23.92,207.82,0.0014,130.05,dem_synthetic,simulated
ISRO-2017-1056,26.103896,94.410747,2419.4,25.71,117.62,-0.0506,128.64,dem_synthetic,simulated
ISRO-2000-1057,26.246127,94.120951,2228.7,40.89,231.81,-0.0379,105.83,dem_synthetic,simulated
ISRO-2021-1058,25.596311,91.477863,963.8,36.58,297.21,0.1049,62.12,dem_synthetic,simulated
ISRO-2014-1059,26.501838,94.144861,2578.0,33.47,188.66,0.0056,52.48,dem_synthetic,simulated
ISRO-2008-1060,27.06278,88.49151,2562.8,30.42,269.98,0.1012,44.47,dem_synthetic,simulated
ISRO-1998-1061,27.137125,95.363477,584.5,40.11,150.68,0.0372,109.68,dem_synthetic,simulated
ISRO-2017-1062,26.204383,93.753513,1549.2,51.91,223.9,-0.0436,44.86,dem_synthetic,simulated
ISRO-2001-1063,27.807164,91.828331,2847.6,46.7,317.38,-0.0381,40.98,dem_synthetic,simulated
ISRO-2015-1064,24.389683,93.934657,849.1,24.17,209.48,-0.0074,83.77,dem_synthetic,simulated
ISRO-2010-1065,26.530012,94.647014,3001.0,43.38,173.99,-0.0622,123.14,dem_synthetic,simulated
ISRO-2013-1066,25.232842,92.333818,1151.6,29.02,338.7,-0.0609,63.51,dem_synthetic,simulated
ISRO-2016-1067,23.682358,91.371027,1011.5,34.2,151.34,-0.134,44.78,dem_synthetic,simulated
ISRO-2000-1068,27.52446,88.406094,3009.4,26.44,116.28,0.0109,175.54,dem_synthetic,simulated
ISRO-2006-1069,27.302152,88.722968,2241.6,30.62,145.15,-0.0378,45.28,dem_synthetic,simulated
ISRO-2017-1070,25.605096,92.845887,2646.6,30.91,120.74,-0.0541,354.38,dem_synthetic,simulated
ISRO-2005-1071,27.071916,88.483548,3563.6,43.22,124.04,0.0205,59.71,dem_synthetic,simulated
ISRO-2015-1072,27.447019,88.663952,2888.4,25.68,0.99,0.015,19.64,dem_synthetic,simulated
ISRO-1998-1073,23.580007,92.560865,436.3,23.09,147.91,0.0085,148.81,dem_synthetic,simulated
ISRO-2019-1074,25.430963,90.820079,932.9,24.97,3.97,0.066,5.55,dem_synthetic,simulated
ISRO-2019-1075,24.478254,93.688494,621.6,23.52,257.63,0.0461,100.56,dem_synthetic,simulated
ISRO-2011-1076,27.275297,88.299479,3050.0,40.08,244.72,0.0014,79.14,dem_synthetic,simulated
ISRO-2004-1077,22.731185,92.627257,893.9,25.21,328.92,0.0184,112.41,dem_synthetic,simulated
ISRO-2012-1078,26.593,93.839019,1756.7,38.21,113.07,0.1343,81.48,dem_synthetic,simulated
ISRO-2006-1079,23.474644,92.401169,50.0,30.79,199.35,0.0076,129.88,dem_synthetic,simulated
ISRO-1998-1080,24.868552,94.203907,862.1,30.72,130.75,-0.0944,21.84,dem_synthetic,simulated
ISRO-2005-1081,27.244806,92.7787,2594.6,30.46,168.48,-0.0138,237.55,dem_synthetic,simulated
ISRO-2009-1082,24.572432,93.811161,1862.6,19.1,352.96,-0.0351,8.13,dem_synthetic,simulated
ISRO-2002-1083,26.99549,93.031914,2676.9,49.35,356.81,-0.101,120.8,dem_synthetic,simulated
ISRO-1999-1084,27.578275,88.378439,3569.9,36.0,260.17,-0.1092,152.07,dem_synthetic,simulated
ISRO-2022-1085,23.241143,92.513667,958.9,15.31,330.42,0.0745,30.91,dem_synthetic,simulated
ISRO-2001-1086,26.454111,92.938438,1627.0,37.7,323.33,0.0181,42.38,dem_synthetic,simulated
ISRO-1998-1087,26.562607,92.802996,3117.5,36.89,350.45,0.0111,15.76,dem_synthetic,simulated
ISRO-2001-1088,26.429253,94.032653,2296.2,42.04,60.65,-0.009,9.21,dem_synthetic,simulated
ISRO-2009-1089,25.360015,91.214314,846.4,34.36,156.24,-0.0227,16.35,dem_synthetic,simulated
ISRO-2017-1090,24.607837,93.651972,755.4,31.03,51.24,-0.0192,21.13,dem_synthetic,simulated
ISRO-2018-1091,24.996481,94.213977,1067.4,40.69,0.96,-0.1098,120.12,dem_synthetic,simulated
ISRO-2001-1092,27.231619,95.061677,1822.4,23.31,324.69,0.0004,40.51,dem_synthetic,simulated
ISRO-2011-1093,26.417581,94.14248,2627.8,32.15,61.53,-0.0556,69.84,dem_synthetic,simulated
ISRO-2012-1094,27.450741,88.497033,2492.4,32.12,99.77,0.0081,161.15,dem_synthetic,simulated
ISRO-2017-1095,26.464526,94.518647,1960.6,42.99,71.61,-0.0334,60.95,dem_synthetic,simulated
ISRO-2012-1096,27.000808,88.18496,2508.7,25.92,228.53,-0.0096,15.81,dem_synthetic,simulated
ISRO-2012-1097,27.089534,95.001451,3263.1,39.18,102.61,-0.0527,40.32,dem_synthetic,simulated
ISRO-2009-1098,25.64904,91.183181,3042.3,17.22,290.06,-0.0606,14.87,dem_synthetic,simulated
ISRO-2016-1099,25.165556,92.158027,1051.6,20.29,160.92,-0.0237,20.88,dem_synthetic,simulated
ISRO-2006-1100,26.52217,92.829745,2077.5,37.23,327.62,0.0224,263.29,dem_synthetic,simulated
ISRO-2002-1101,26.290053,92.613907,1812.5,35.03,27.84,0.027,187.0,dem_synthetic,simulated
ISRO-2020-1102,25.690215,92.861508,2747.3,31.95,0.13,0.0016,25.54,dem_synthetic,simulated
ISRO-2019-1103,25.646236,91.137899,1675.3,27.69,15.91,-0.0558,33.14,dem_synthetic,simulated
ISRO-2019-1104,23.687923,91.71067,584.5,24.34,309.88,0.042,10.39,dem_synthetic,simulated
ISRO-2000-1105,25.734,90.245055,2093.8,33.08,58.5,0.0637,37.93,dem_synthetic,simulated
ISRO-2002-1106,27.418698,91.623682,1176.0,40.52,77.03,-0.0402,55.04,dem_synthetic,simulated
ISRO-2017-1107,26.738261,93.94548,3181.6,51.71,238.62,-0.045,123.02,dem_synthetic,simulated
ISRO-2020-1108,26.328374,93.776608,2083.6,45.87,343.5,-0.0389,31.96,dem_synthetic,simulated
ISRO-1999-1109,27.58649,91.595166,3230.7,12.28,235.16,0.0104,66.33,dem_synthetic,simulated
ISRO-1998-1110,26.236999,93.661329,2432.3,30.07,307.3,-0.0457,0.17,dem_synthetic,simulated
ISRO-2016-1111,27.218672,93.067161,2525.2,32.68,356.42,-0.0148,139.38,dem_synthetic,simulated
ISRO-2017-1112,27.06803,88.741795,2234.5,41.64,178.13,0.0465,25.2,dem_synthetic,simulated
ISRO-2003-1113,25.601395,90.209718,2226.4,35.44,52.31,-0.0513,134.97,dem_synthetic,simulated
ISRO-2021-1114,25.269461,91.35341,1807.8,26.58,162.6,-0.0218,152.6,dem_synthetic,simulated
ISRO-2013-1115,25.452803,92.665652,1256.3,38.85,211.46,0.013,37.29,dem_synthetic,simulated
ISRO-2008-1116,25.423614,91.853498,1674.6,27.01,291.39,-0.0006,72.15,dem_synthetic,simulated
ISRO-2007-1117,27.2253,88.655258,2677.6,35.31,268.73,-0.0493,133.76,dem_synthetic,simulated
ISRO-2003-1118,23.558905,91.268631,1470.0,26.02,252.83,0.0067,20.05,dem_synthetic,simulated
ISRO-2017-1119,27.597688,88.176646,1810.5,47.14,310.94,0.1577,24.92,dem_synthetic,simulated
ISRO-2006-1120,25.534875,92.087371,2604.5,16.71,334.96,-0.0095,104.02,dem_synthetic,simulated
ISRO-2004-1121,24.437617,94.003174,2005.0,17.36,234.11,0.0233,190.59,dem_synthetic,simulated
ISRO-2020-1122,26.217173,94.682982,2415.6,20.43,315.81,-0.0756,14.46,dem_synthetic,simulated
ISRO-1998-1123,27.509431,95.308434,1859.2,48.02,52.44,-0.0357,29.24,dem_synthetic,simulated
ISRO-2012-1124,25.42429,91.990489,1367.8,37.8,165.96,0.0198,40.62,dem_synthetic,simulated
ISRO-2001-1125,27.232715,88.564097,2833.2,27.75,335.97,0.0443,112.83,dem_synthetic,simulated
ISRO-2019-1126,26.073028,94.494482,1617.6,43.28,154.81,0.0649,8.16,dem_synthetic,simulated
ISRO-2015-1127,27.266117,88.374371,3786.5,33.7,287.72,-0.0226,20.51,dem_synthetic,simulated
ISRO-2014-1128,26.445963,94.305555,2723.5,33.96,52.67,-0.0089,27.92,dem_synthetic,simulated
ISRO-2016-1129,27.312004,88.730465,2783.8,40.19,316.19,0.0927,41.4,dem_synthetic,simulated
ISRO-2007-1130,25.493756,92.081217,1890.2,39.76,276.46,-0.0224,26.75,dem_synthetic,simulated
ISRO-2000-1131,27.019655,88.232418,2609.1,42.44,145.42,0.0147,203.7,dem_synthetic,simulated
ISRO-2022-1132,24.946493,93.894598,1113.0,23.25,265.71,0.0219,258.12,dem_synthetic,simulated
ISRO-2013-1133,25.747461,90.766641,1674.1,27.36,341.86,-0.0711,2.83,dem_synthetic,simulated
ISRO-2002-1134,25.451565,91.329323,2661.5,20.2,319.78,-0.0434,37.92,dem_synthetic,simulated
ISRO-2014-1135,23.788437,92.620658,1147.5,15.9,178.67,0.0523,27.17,dem_synthetic,simulated
ISRO-2009-1136,26.230309,94.508708,2457.6,33.98,141.56,0.0487,35.6,dem_synthetic,simulated
ISRO-2011-1137,27.562249,91.881081,3188.9,33.05,165.67,0.1792,21.2,dem_synthetic,simulated
ISRO-2009-1138,27.243793,88.62832,3730.5,50.9,345.73,-0.1208,72.74,dem_synthetic,simulated
ISRO-2016-1139,25.814535,90.15076,2395.9,25.75,18.69,0.0274,25.57,dem_synthetic,simulated
ISRO-2010-1140,26.487263,93.966832,2807.7,32.23,96.75,0.0692,0.56,dem_synthetic,simulated
ISRO-2013-1141,23.63001,92.886084,1219.3,9.39,354.93,-0.0754,17.96,dem_synthetic,simulated
ISRO-2005-1142,24.574784,93.696821,1115.2,26.63,245.99,-0.007,4.1,dem_synthetic,simulated
ISRO-2010-1143,27.362626,95.107834,3321.7,54.27,89.01,-0.0473,115.83,dem_synthetic,simulated
ISRO-1999-1144,25.80905,90.169219,2211.6,29.99,156.87,0.0535,27.52,dem_synthetic,simulated
ISRO-2011-1145,23.936176,92.485009,1194.9,33.9,209.22,0.0867,40.02,dem_synthetic,simulated
ISRO-2006-1146,28.282915,94.789323,2753.9,37.57,15.69,-0.0131,117.76,dem_synthetic,simulated
ISRO-2002-1147,27.101558,88.135592,1109.9,44.89,163.41,-0.0382,12.09,dem_synthetic,simulated
ISRO-2010-1148,27.297685,95.336699,3371.5,38.83,184.15,-0.0726,77.28,dem_synthetic,simulated
ISRO-2016-1149,26.742523,94.323024,2389.9,26.45,50.19,0.0695,180.88,dem_synthetic,simulated
ISRO-2011-1150,23.679247,91.293338,1027.6,26.42,227.31,-0.0407,63.21,dem_synthetic,simulated
ISRO-2002-1151,25.53119,92.073472,1720.0,7.25,159.39,-0.0504,75.98,dem_synthetic,simulated
ISRO-2004-1152,25.622569,92.922737,777.1,31.89,235.9,-0.0761,187.46,dem_synthetic,simulated
ISRO-2022-1153,27.446409,88.442099,2679.0,31.12,254.72,0.0614,2.79,dem_synthetic,simulated
ISRO-1999-1154,24.962885,94.648649,860.9,24.2,104.42,-0.0173,28.97,dem_synthetic,simulated
ISRO-2012-1155,26.504669,94.507981,2724.2,31.0,164.3,0.0009,52.36,dem_synthetic,simulated
ISRO-2005-1156,27.596818,91.56448,2685.7,37.92,35.83,0.0203,28.4,dem_synthetic,simulated
ISRO-2013-1157,24.664308,93.770841,1488.9,30.57,119.67,-0.0614,228.63,dem_synthetic,simulated
ISRO-2011-1158,25.000006,94.345975,1477.8,31.92,196.52,0.0202,174.3,dem_synthetic,simulated
ISRO-2001-1159,24.607227,93.884869,942.7,26.61,193.64,-0.0479,4.47,dem_synthetic,simulated
ISRO-2021-1160,23.860674,91.350438,1130.2,18.42,156.76,-0.042,3.13,dem_synthetic,simulated
ISRO-2021-1161,25.94595,90.288201,1302.9,34.48,108.31,0.0499,57.98,dem_synthetic,simulated
ISRO-2008-1162,23.589765,91.25262,1190.8,27.58,72.4,0.0669,14.93,dem_synthetic,simulated
ISRO-2000-1163,26.717021,94.076146,1968.7,27.41,234.18,0.0101,74.32,dem_synthetic,simulated
ISRO-1998-1164,24.982699,94.271902,528.7,31.81,9.01,0.0126,33.66,dem_synthetic,simulated
ISRO-2004-1165,27.335678,95.035861,2304.8,38.12,291.64,0.089,223.58,dem_synthetic,simulated
ISRO-2016-1166,26.89123,92.817821,2263.4,27.56,116.2,-0.0192,97.77,dem_synthetic,simulated
ISRO-1999-1167,25.550584,91.061932,1717.4,15.08,144.99,0.0127,75.65,dem_synthetic,simulated
ISRO-2008-1168,24.524129,93.93928,1361.8,18.68,227.76,-0.1376,78.63,dem_synthetic,simulated
ISRO-2013-1169,26.238524,94.449817,3046.3,25.08,267.92,-0.0123,12.03,dem_synthetic,simulated
ISRO-2006-1170,23.813442,92.593033,451.6,10.52,318.87,-0.0306,35.44,dem_synthetic,simulated
ISRO-2004-1171,26.473487,94.065313,2765.9,32.62,253.47,-0.036,144.38,dem_synthetic,simulated
ISRO-2017-1172,23.935423,91.494254,870.7,24.61,305.74,-0.0151,81.59,dem_synthetic,simulated
ISRO-2022-1173,25.537339,90.217779,617.2,34.27,255.92,-0.0247,48.66,dem_synthetic,simulated
ISRO-2009-1174,27.607313,91.993341,3778.6,34.16,330.53,-0.0271,18.13,dem_synthetic,simulated
ISRO-2011-1175,25.355588,92.820678,2029.3,29.78,109.6,-0.0956,111.88,dem_synthetic,simulated
ISRO-2014-1176,26.481101,92.812582,1956.6,22.06,310.19,-0.024,3.95,dem_synthetic,simulated
ISRO-2015-1177,24.572999,93.821124,954.1,26.22,208.94,0.1263,158.48,dem_synthetic,simulated
ISRO-2008-1178,26.418413,94.713864,2358.5,32.55,17.77,0.0206,13.99,dem_synthetic,simulated
ISRO-2013-1179,26.240712,93.719055,1520.1,46.06,204.92,-0.0035,176.61,dem_synthetic,simulated
ISRO-2012-1180,26.477259,94.135963,2566.0,28.88,138.26,-0.1206,37.24,dem_synthetic,simulated
ISRO-2012-1181,26.62416,92.902758,3863.3,46.26,81.76,-0.0886,109.93,dem_synthetic,simulated
ISRO-2004-1182,25.423941,92.921091,2035.6,32.46,189.13,-0.0793,36.86,dem_synthetic,simulated
ISRO-2003-1183,23.239489,92.743397,880.5,13.52,269.13,-0.0552,3.25,dem_synthetic,simulated
ISRO-2022-1184,24.667805,94.250657,1449.0,21.34,231.67,0.0024,33.09,dem_synthetic,simulated
ISRO-1998-1185,26.191207,92.732434,1994.0,24.67,359.92,-0.0692,57.8,dem_synthetic,simulated
ISRO-2022-1186,23.72888,91.54953,1504.2,26.17,202.79,-0.0222,101.04,dem_synthetic,simulated
ISRO-2021-1187,27.202338,92.948336,1724.1,45.82,157.19,0.0119,59.69,dem_synthetic,simulated
ISRO-1999-1188,26.103997,94.938476,2045.7,25.7,120.15,-0.0424,20.6,dem_synthetic,simulated
ISRO-2012-1189,23.862769,91.335203,1452.0,35.37,259.61,-0.0473,127.88,dem_synthetic,simulated
ISRO-2004-1190,27.153694,92.837946,2778.8,31.32,85.21,-0.0255,102.8,dem_synthetic,simulated
ISRO-2020-1191,27.563766,88.165892,2261.9,36.86,67.33,0.02,5.07,dem_synthetic,simulated
ISRO-2018-1192,25.381159,91.020742,2603.9,23.15,170.07,0.0445,83.02,dem_synthetic,simulated
ISRO-2019-1193,24.867913,94.20374,1501.3,23.67,82.8,0.0135,17.36,dem_synthetic,simulated
ISRO-2012-1194,27.487519,91.887236,4212.3,52.04,229.99,0.0311,199.69,dem_synthetic,simulated
ISRO-2013-1195,26.201544,92.62305,2724.1,25.53,265.47,-0.036,52.28,dem_synthetic,simulated
ISRO-2014-1196,22.720087,92.578669,539.1,24.6,145.48,0.0997,87.33,dem_synthetic,simulated
ISRO-1999-1197,25.466156,91.210206,1633.9,12.79,32.97,-0.0004,12.94,dem_synthetic,simulated
ISRO-2001-1198,23.491191,92.509978,648.2,24.77,174.68,-0.0798,24.52,dem_synthetic,simulated
ISRO-2018-1199,23.677063,91.51305,1214.0,13.74,155.05,0.0853,187.99,dem_synthetic,simulated
ISRO-2020-1200,27.368655,95.196653,2189.6,33.14,175.54,-0.0421,103.52,dem_synthetic,simulated
COOLR-SYN-0001,23.839055,91.30715,50.0,16.35,86.46,-0.0704,37.73,dem_synthetic,simulated
COOLR-SYN-0002,25.732707,90.280514,342.7,30.91,188.69,0.0004,174.97,dem_synthetic,simulated
COOLR-SYN-0003,25.262163,91.310009,2947.1,38.24,101.15,-0.0468,170.13,dem_synthetic,simulated
COOLR-SYN-0004,26.179193,94.821555,1986.6,38.66,36.02,-0.0387,27.08,dem_synthetic,simulated
COOLR-SYN-0005,27.359479,88.693411,2777.0,23.04,37.47,-0.0025,6.69,dem_synthetic,simulated
COOLR-SYN-0006,27.857116,94.467878,1344.9,39.69,288.51,-0.0424,51.94,dem_synthetic,simulated
COOLR-SYN-0007,25.199104,91.94177,2301.7,24.67,332.59,-0.0622,49.31,dem_synthetic,simulated
COOLR-SYN-0008,26.167711,94.946664,1504.5,21.04,47.17,0.0649,45.44,dem_synthetic,simulated
COOLR-SYN-0009,25.346182,91.122756,1311.7,33.21,292.04,0.0713,77.11,dem_synthetic,simulated
COOLR-SYN-0010,27.09322,93.12341,1849.3,28.73,161.17,0.0299,321.03,dem_synthetic,simulated
COOLR-SYN-0011,26.352878,93.938236,2097.8,33.25,244.79,0.0314,0.84,dem_synthetic,simulated
COOLR-SYN-0012,25.995842,90.512315,2037.9,33.44,10.68,0.0231,114.12,dem_synthetic,simulated
COOLR-SYN-0013,24.583995,94.123938,2125.1,21.24,292.51,-0.0497,110.11,dem_synthetic,simulated
COOLR-SYN-0014,27.447858,88.300629,2948.5,39.81,109.19,-0.0363,11.13,dem_synthetic,simulated
COOLR-SYN-0015,26.354805,94.009372,2108.4,28.86,70.34,-0.0071,18.29,dem_synthetic,simulated
COOLR-SYN-0016,23.579625,91.225923,944.2,15.26,340.95,0.033,24.84,dem_synthetic,simulated
COOLR-SYN-0017,26.267916,92.798373,2569.6,26.0,68.98,-0.0089,242.15,dem_synthetic,simulated
COOLR-SYN-0018,25.268988,92.868275,1916.8,20.21,127.13,0.1068,43.22,dem_synthetic,simulated
COOLR-SYN-0019,25.353371,92.802101,2858.3,32.68,5.83,0.1042,105.92,dem_synthetic,simulated
COOLR-SYN-0020,25.316211,91.99994,1377.7,45.63,249.34,-0.0832,274.6,dem_synthetic,simulated
COOLR-SYN-0021,27.56998,91.608479,1539.4,32.69,21.43,0.035,5.26,dem_synthetic,simulated
COOLR-SYN-0022,27.00684,88.828015,1078.6,27.49,207.88,0.0214,152.42,dem_synthetic,simulated
COOLR-SYN-0023,25.731431,91.275015,2629.4,27.07,318.77,-0.0333,69.19,dem_synthetic,simulated
COOLR-SYN-0024,28.02464,94.801961,3697.0,44.91,316.81,0.07,153.37,dem_synthetic,simulated
COOLR-SYN-0025,25.308887,92.34653,804.7,39.75,349.8,0.0067,76.83,dem_synthetic,simulated
COOLR-SYN-0026,24.935123,94.16868,1532.1,41.87,14.44,-0.0071,44.17,dem_synthetic,simulated
COOLR-SYN-0027,23.444228,91.720122,1301.8,19.17,215.98,0.0718,57.44,dem_synthetic,simulated
COOLR-SYN-0028,26.374556,92.709577,1674.0,39.57,291.08,0.0252,22.33,dem_synthetic,simulated
COOLR-SYN-0029,22.957572,92.97562,579.5,20.93,348.36,0.0572,36.67,dem_synthetic,simulated
COOLR-SYN-0030,25.513543,92.617845,1395.6,41.52,306.23,0.0643,21.68,dem_synthetic,simulated
COOLR-SYN-0031,26.904968,93.101818,1878.3,36.32,21.78,-0.0171,30.02,dem_synthetic,simulated
COOLR-SYN-0032,25.041131,94.123945,1338.7,33.94,36.48,-0.0799,28.71,dem_synthetic,simulated
COOLR-SYN-0033,24.636913,93.956661,52.4,32.9,290.89,0.0158,40.73,dem_synthetic,simulated
COOLR-SYN-0034,26.658992,94.146035,3099.4,31.1,155.34,0.1325,54.02,dem_synthetic,simulated
COOLR-SYN-0035,26.283638,94.029361,2653.8,42.42,331.04,-0.0696,89.56,dem_synthetic,simulated
COOLR-SYN-0036,22.955186,93.079746,1020.7,28.06,355.74,0.0421,18.87,dem_synthetic,simulated
COOLR-SYN-0037,27.375304,88.018328,2387.3,43.49,148.17,0.0054,164.64,dem_synthetic,simulated
COOLR-SYN-0038,25.473047,91.46878,1430.1,43.21,196.79,0.0715,74.76,dem_synthetic,simulated
COOLR-SYN-0039,26.550587,94.498696,2170.9,43.79,180.75,0.0552,16.07,dem_synthetic,simulated
COOLR-SYN-0040,27.875081,91.945881,2958.7,44.83,90.25,-0.0057,44.69,dem_synthetic,simulated
COOLR-SYN-0041,23.281091,92.959221,467.2,32.45,89.01,0.0742,11.18,dem_synthetic,simulated
COOLR-SYN-0042,26.167605,92.851852,1686.6,36.29,139.66,0.0304,15.51,dem_synthetic,simulated
COOLR-SYN-0043,28.389951,94.89823,4077.7,54.09,8.12,-0.0724,78.38,dem_synthetic,simulated
COOLR-SYN-0044,26.489235,94.961801,2276.3,45.2,96.98,0.0627,16.8,dem_synthetic,simulated
COOLR-SYN-0045,27.710056,88.338914,3740.3,44.64,151.94,0.0526,3.98,dem_synthetic,simulated
COOLR-SYN-0046,22.688349,93.085358,585.2,13.05,221.14,-0.0403,22.81,dem_synthetic,simulated
COOLR-SYN-0047,27.428542,91.951016,3115.1,29.95,99.93,0.0906,207.57,dem_synthetic,simulated
COOLR-SYN-0048,27.349422,88.117505,1452.1,32.09,242.26,0.0407,18.49,dem_synthetic,simulated
COOLR-SYN-0049,23.721759,91.75229,380.1,22.35,29.58,-0.0053,45.72,dem_synthetic,simulated
COOLR-SYN-0050,25.583592,90.486285,1703.9,22.34,125.44,0.0092,32.25,dem_synthetic,simulated
COOLR-SYN-0051,27.046261,95.274911,2196.7,31.46,154.89,-0.0686,39.57,dem_synthetic,simulated
COOLR-SYN-0052,23.453347,91.640622,941.0,16.55,206.75,0.0484,18.38,dem_synthetic,simulated
