event_id,latitude,longitude,ground_displacement,displacement_class,data_source,data_quality
ISRO-2004-0651,23.336079,91.435115,2.74,stable,sentinel1_synthetic,simulated
ISRO-1999-0652,26.18659,92.775594,19.19,creep,sentinel1_synthetic,simulated
ISRO-2007-0653,25.268933,92.596423,11.34,creep,sentinel1_synthetic,simulated
ISRO-2010-0654,24.971141,93.918817,76.02,active,sentinel1_synthetic,simulated
ISRO-2008-0655,26.452513,94.306241,17.48,creep,sentinel1_synthetic,simulated
ISRO-2001-0656,25.996637,93.802971,13.64,creep,sentinel1_synthetic,simulated
ISRO-2000-0657,25.860935,90.289652,15.43,creep,sentinel1_synthetic,simulated
ISRO-2013-0658,23.461453,91.563317,68.06,active,sentinel1_synthetic,simulated
ISRO-2007-0659,27.074869,88.51394,16.07,creep,sentinel1_synthetic,simulated
ISRO-2018-0660,23.579855,92.640938,2.99,stable,sentinel1_synthetic,simulated
ISRO-2021-0661,26.401332,94.243081,0.58,stable,sentinel1_synthetic,simulated
ISRO-2005-0662,27.554225,88.316051,0.47,stable,sentinel1_synthetic,simulated
ISRO-2022-0663,25.970705,93.781146,0.86,stable,sentinel1_synthetic,simulated
ISRO-1998-0664,26.466115,93.049348,1.24,stable,sentinel1_synthetic,simulated
ISRO-2006-0665,23.569103,91.522514,3.84,stable,sentinel1_synthetic,simulated
ISRO-2000-0666,25.367092,92.281912,0.06,stable,sentinel1_synthetic,simulated
ISRO-2008-0667,26.221903,94.83292,29.67,creep,sentinel1_synthetic,simulated
ISRO-2015-0668,25.482927,91.564714,21.09,creep,sentinel1_synthetic,simulated
ISRO-2005-0669,27.284708,88.511705,1.13,stable,sentinel1_synthetic,simulated
ISRO-2014-0670,25.575472,91.202179,2.27,stable,sentinel1_synthetic,simulated
ISRO-2014-0671,24.288633,93.721093,10.93,creep,sentinel1_synthetic,simulated
ISRO-2018-0672,28.007848,94.522669,0.82,stable,sentinel1_synthetic,simulated
ISRO-2004-0673,26.21079,93.7582,1.15,stable,sentinel1_synthetic,simulated
ISRO-2003-0674,26.239552,93.692999,5.09,creep,sentinel1_synthetic,simulated
ISRO-2022-0675,27.281856,88.566867,4.61,stable,sentinel1_synthetic,simulated
ISRO-2015-0676,25.350602,90.942104,1.3,stable,sentinel1_synthetic,simulated
ISRO-2003-0677,26.659056,93.883824,11.37,creep,sentinel1_synthetic,simulated
ISRO-1998-0678,25.629971,91.223877,16.73,creep,sentinel1_synthetic,simulated
ISRO-2021-0679,27.272995,88.525324,20.28,creep,sentinel1_synthetic,simulated
ISRO-2014-0680,27.263466,88.715836,20.61,creep,sentinel1_synthetic,simulated
ISRO-2001-0681,28.255938,94.859351,21.86,creep,sentinel1_synthetic,simulated
ISRO-2011-0682,26.4728,93.752925,23.22,creep,sentinel1_synthetic,simulated
ISRO-2002-0683,26.472974,92.645961,2.99,stable,sentinel1_synthetic,simulated
ISRO-1999-0684,26.254885,94.048074,53.5,active,sentinel1_synthetic,simulated
ISRO-2021-0685,23.253865,92.791447,2.97,stable,sentinel1_synthetic,simulated
ISRO-1998-0686,26.250157,93.925184,49.24,active,sentinel1_synthetic,simulated
ISRO-2008-0687,23.022943,92.706306,1.47,stable,sentinel1_synthetic,simulated
ISRO-2022-0688,27.10313,88.061764,3.11,creep,sentinel1_synthetic,simulated
ISRO-2019-0689,25.331259,91.234246,1.28,stable,sentinel1_synthetic,simulated
ISRO-2009-0690,27.213556,95.00508,3.82,stable,sentinel1_synthetic,simulated
ISRO-2009-0691,22.774779,92.764712,0.22,stable,sentinel1_synthetic,simulated
ISRO-2021-0692,27.15528,92.921569,0.26,stable,sentinel1_synthetic,simulated
ISRO-2005-0693,25.053339,94.034695,1.88,stable,sentinel1_synthetic,simulated
ISRO-2011-0694,27.995024,94.935788,22.07,creep,sentinel1_synthetic,simulated
ISRO-2006-0695,25.238049,91.481044,2.61,stable,sentinel1_synthetic,simulated
ISRO-2021-0696,25.431923,92.5006,2.56,stable,sentinel1_synthetic,simulated
ISRO-2002-0697,26.689619,93.824017,5.32,stable,sentinel1_synthetic,simulated
ISRO-2022-0698,27.388369,95.375345,13.94,creep,sentinel1_synthetic,simulated
ISRO-2015-0699,26.725294,94.03433,2.76,stable,sentinel1_synthetic,simulated
ISRO-2012-0700,25.854718,93.93492,2.73,stable,sentinel1_synthetic,simulated
ISRO-2011-0701,23.283652,91.798642,1.69,stable,sentinel1_synthetic,simulated
ISRO-2008-0702,25.804522,90.073562,88.71,active,sentinel1_synthetic,simulated
ISRO-2009-0703,27.167817,93.052796,12.06,creep,sentinel1_synthetic,simulated
ISRO-1998-0704,23.853848,91.417425,1.76,stable,sentinel1_synthetic,simulated
ISRO-2008-0705,23.285565,91.406609,3.22,stable,sentinel1_synthetic,simulated
ISRO-2007-0706,26.548486,92.941976,12.23,creep,sentinel1_synthetic,simulated
ISRO-2008-0707,23.341364,91.791691,1.67,stable,sentinel1_synthetic,simulated
ISRO-2020-0708,26.349733,94.316631,30.97,active,sentinel1_synthetic,simulated
ISRO-2003-0709,28.19802,94.578571,21.89,creep,sentinel1_synthetic,simulated
ISRO-2007-0710,23.72457,92.507945,4.21,stable,sentinel1_synthetic,simulated
ISRO-2019-0711,27.236507,88.436654,1.38,stable,sentinel1_synthetic,simulated
ISRO-2017-0712,23.69602,91.62282,0.77,stable,sentinel1_synthetic,simulated
ISRO-2001-0713,26.600341,92.977044,3.67,stable,sentinel1_synthetic,simulated
ISRO-2011-0714,23.657274,92.701931,1.92,stable,sentinel1_synthetic,simulated
ISRO-2022-0715,25.493024,91.202072,26.78,creep,sentinel1_synthetic,simulated
ISRO-2017-0716,26.282177,93.78428,1.99,stable,sentinel1_synthetic,simulated
ISRO-2020-0717,24.399362,93.787755,0.2,stable,sentinel1_synthetic,simulated
ISRO-2013-0718,27.284018,88.50703,0.39,stable,sentinel1_synthetic,simulated
ISRO-2015-0719,24.58382,94.24157,1.48,stable,sentinel1_synthetic,simulated
ISRO-2016-0720,26.226443,93.692954,1.99,stable,sentinel1_synthetic,simulated
ISRO-2000-0721,23.905446,92.622323,2.57,stable,sentinel1_synthetic,simulated
ISRO-2006-0722,23.023137,92.950659,62.07,active,sentinel1_synthetic,simulated
ISRO-2015-0723,23.724491,92.611964,2.19,stable,sentinel1_synthetic,simulated
ISRO-2004-0724,25.618783,91.189613,24.53,creep,sentinel1_synthetic,simulated
ISRO-2001-0725,25.207092,91.535961,0.27,stable,sentinel1_synthetic,simulated
ISRO-2008-0726,27.252622,88.430138,12.51,creep,sentinel1_synthetic,simulated
ISRO-1999-0727,24.927476,94.40688,0.96,stable,sentinel1_synthetic,simulated
ISRO-2005-0728,25.350954,92.625367,18.49,creep,sentinel1_synthetic,simulated
ISRO-2007-0729,24.829207,94.193362,0.29,stable,sentinel1_synthetic,simulated
ISRO-2006-0730,27.376682,88.624734,19.84,creep,sentinel1_synthetic,simulated
ISRO-2007-0731,26.016412,93.785368,4.09,stable,sentinel1_synthetic,simulated
ISRO-2000-0732,26.342669,94.747431,25.8,creep,sentinel1_synthetic,simulated
ISRO-2012-0733,27.306859,88.627225,3.5,stable,sentinel1_synthetic,simulated
ISRO-2014-0734,23.416059,91.763131,2.72,stable,sentinel1_synthetic,simulated
ISRO-2000-0735,25.527484,90.132809,49.14,active,sentinel1_synthetic,simulated
ISRO-2005-0736,26.361749,94.342603,36.91,active,sentinel1_synthetic,simulated
ISRO-2019-0737,26.292427,94.233238,0.58,stable,sentinel1_synthetic,simulated
ISRO-2000-0738,26.270389,93.914588,1.14,stable,sentinel1_synthetic,simulated
ISRO-2009-0739,27.490694,88.667715,2.57,stable,sentinel1_synthetic,simulated
ISRO-2011-0740,25.586284,90.18207,0.6,stable,sentinel1_synthetic,simulated
ISRO-2009-0741,25.254667,91.123429,1.71,stable,sentinel1_synthetic,simulated
ISRO-2019-0742,22.672968,93.046229,55.47,active,sentinel1_synthetic,simulated
ISRO-2003-0743,27.546886,91.877803,2.02,stable,sentinel1_synthetic,simulated
ISRO-1998-0744,27.082096,88.078529,1.39,stable,sentinel1_synthetic,simulated
ISRO-2009-0745,25.27279,90.965113,12.03,creep,sentinel1_synthetic,simulated
ISRO-1998-0746,27.327798,88.39878,11.49,creep,sentinel1_synthetic,simulated
ISRO-2013-0747,24.949608,94.342778,15.84,creep,sentinel1_synthetic,simulated
ISRO-2016-0748,23.622476,92.330136,21.85,creep,sentinel1_synthetic,simulated
ISRO-2014-0749,22.833096,92.571362,16.87,creep,sentinel1_synthetic,simulated
ISRO-2022-0750,23.903973,92.53598,2.51,stable,sentinel1_synthetic,simulated
ISRO-2009-0751,25.309429,91.034587,1.82,stable,sentinel1_synthetic,simulated
ISRO-2017-0752,24.97862,94.530034,1.16,stable,sentinel1_synthetic,simulated
ISRO-2001-0753,23.661646,91.721925,8.13,creep,sentinel1_synthetic,simulated
ISRO-2018-0754,27.185543,92.825843,19.01,creep,sentinel1_synthetic,simulated
ISRO-2001-0755,25.260317,92.947045,2.55,stable,sentinel1_synthetic,simulated
ISRO-2009-0756,24.2528,94.039627,1.86,stable,sentinel1_synthetic,simulated
ISRO-2004-0757,25.401066,91.365924,19.38,creep,sentinel1_synthetic,simulated
ISRO-2001-0758,23.835241,91.454092,3.52,stable,sentinel1_synthetic,simulated
ISRO-2006-0759,27.485013,88.59336,2.16,stable,sentinel1_synthetic,simulated
ISRO-1998-0760,24.841494,94.255437,4.5,stable,sentinel1_synthetic,simulated
ISRO-2002-0761,27.86653,94.736352,22.71,creep,sentinel1_synthetic,simulated
ISRO-2006-0762,27.61462,88.183177,2.62,stable,sentinel1_synthetic,simulated
ISRO-1999-0763,25.018769,94.169173,21.27,creep,sentinel1_synthetic,simulated
ISRO-2008-0764,26.433372,94.739887,2.7,stable,sentinel1_synthetic,simulated
ISRO-2004-0765,25.526025,92.055793,3.59,stable,sentinel1_synthetic,simulated
ISRO-1999-0766,26.432192,94.293449,78.75,active,sentinel1_synthetic,simulated
ISRO-2011-0767,23.608323,91.193748,4.08,stable,sentinel1_synthetic,simulated
ISRO-2021-0768,25.94526,93.74159,1.17,stable,sentinel1_synthetic,simulated
ISRO-2013-0769,25.575081,92.83665,1.07,stable,sentinel1_synthetic,simulated
ISRO-2006-0770,26.391516,94.161259,3.43,active,sentinel1_synthetic,simulated
ISRO-2015-0771,27.030923,92.920551,0.86,stable,sentinel1_synthetic,simulated
ISRO-2006-0772,23.599274,91.84049,3.16,stable,sentinel1_synthetic,simulated
ISRO-2015-0773,25.429592,90.935751,22.98,creep,sentinel1_synthetic,simulated
ISRO-2002-0774,23.814017,92.609729,14.56,creep,sentinel1_synthetic,simulated
ISRO-2002-0775,27.492985,88.172073,23.9,creep,sentinel1_synthetic,simulated
ISRO-2010-0776,28.099162,94.729397,13.17,creep,sentinel1_synthetic,simulated
ISRO-1998-0777,23.973025,91.066164,1.38,stable,sentinel1_synthetic,simulated
ISRO-2011-0778,23.797809,92.347747,1.59,stable,sentinel1_synthetic,simulated
ISRO-2010-0779,25.506716,90.292771,24.82,creep,sentinel1_synthetic,simulated
ISRO-2018-0780,23.362826,91.526041,1.18,stable,sentinel1_synthetic,simulated
ISRO-2014-0781,23.338634,91.368603,3.36,creep,sentinel1_synthetic,simulated
ISRO-2013-0782,24.739319,94.56662,0.25,stable,sentinel1_synthetic,simulated
ISRO-2014-0783,23.30537,91.591096,5.93,creep,sentinel1_synthetic,simulated
ISRO-2009-0784,26.369182,94.287315,39.48,active,sentinel1_synthetic,simulated
ISRO-2012-0785,22.662908,92.567695,2.54,stable,sentinel1_synthetic,simulated
ISRO-2017-0786,24.384211,93.844773,1.53,stable,sentinel1_synthetic,simulated
ISRO-2006-0787,25.69539,92.809844,0.9,stable,sentinel1_synthetic,simulated
ISRO-2018-0788,25.472187,91.28943,12.88,creep,sentinel1_synthetic,simulated
ISRO-2016-0789,25.194434,91.496549,2.5,stable,sentinel1_synthetic,simulated
ISRO-2021-0790,27.926347,94.79593,1.78,stable,sentinel1_synthetic,simulated
ISRO-2003-0791,23.439253,91.78262,60.82,active,sentinel1_synthetic,simulated
ISRO-2008-0792,25.374912,92.668422,16.88,creep,sentinel1_synthetic,simulated
ISRO-2008-0793,25.418474,92.52546,2.86,stable,sentinel1_synthetic,simulated
ISRO-2005-0794,24.568962,94.127352,10.17,creep,sentinel1_synthetic,simulated
ISRO-2017-0795,27.266595,95.086803,1.81,stable,sentinel1_synthetic,simulated
ISRO-2006-0796,25.769703,90.310026,11.89,creep,sentinel1_synthetic,simulated
ISRO-2011-0797,24.901028,94.590583,1.45,stable,sentinel1_synthetic,simulated
ISRO-2005-0798,24.987863,94.295695,7.97,creep,sentinel1_synthetic,simulated
ISRO-2002-0799,23.588704,92.58786,3.75,stable,sentinel1_synthetic,simulated
ISRO-2005-0800,23.316675,91.650561,3.07,stable,sentinel1_synthetic,simulated
ISRO-2002-0801,27.353841,88.151206,70.97,active,sentinel1_synthetic,simulated
ISRO-2014-0802,24.855917,93.859003,3.42,stable,sentinel1_synthetic,simulated
ISRO-2009-0803,27.151446,95.389015,6.52,creep,sentinel1_synthetic,simulated
ISRO-2000-0804,25.261259,92.507226,21.68,creep,sentinel1_synthetic,simulated
ISRO-2000-0805,25.60833,91.449573,1.64,stable,sentinel1_synthetic,simulated
ISRO-2010-0806,26.705443,94.16899,1.29,stable,sentinel1_synthetic,simulated
ISRO-2015-0807,27.730314,91.697657,14.59,creep,sentinel1_synthetic,simulated
ISRO-2009-0808,26.6119,94.005219,18.68,creep,sentinel1_synthetic,simulated
ISRO-2011-0809,28.277656,94.574761,21.01,creep,sentinel1_synthetic,simulated
ISRO-2022-0810,26.534219,93.807514,2.44,stable,sentinel1_synthetic,simulated
ISRO-2016-0811,26.182624,94.68425,24.9,creep,sentinel1_synthetic,simulated
ISRO-1998-0812,25.245553,93.980503,23.96,creep,sentinel1_synthetic,simulated
ISRO-2009-0813,23.686019,92.437045,13.88,creep,sentinel1_synthetic,simulated
ISRO-2017-0814,26.970367,88.521395,11.0,creep,sentinel1_synthetic,simulated
ISRO-2002-0815,26.426053,94.524752,54.24,active,sentinel1_synthetic,simulated
ISRO-2022-0816,28.074335,94.472229,2.39,stable,sentinel1_synthetic,simulated
ISRO-2010-0817,27.391803,91.687034,1.57,stable,sentinel1_synthetic,simulated
ISRO-2001-0818,25.343533,92.102828,1.83,stable,sentinel1_synthetic,simulated
ISRO-2004-0819,23.872893,92.267765,8.81,creep,sentinel1_synthetic,simulated
ISRO-2018-0820,27.089272,95.029964,3.65,creep,sentinel1_synthetic,simulated
ISRO-2009-0821,26.926367,92.809063,12.05,creep,sentinel1_synthetic,simulated
ISRO-2013-0822,23.099171,92.899656,18.28,creep,sentinel1_synthetic,simulated
ISRO-2009-0823,26.628807,94.434456,15.02,creep,sentinel1_synthetic,simulated
ISRO-2009-0824,25.278652,91.151747,1.26,stable,sentinel1_synthetic,simulated
ISRO-2008-0825,24.651675,94.149759,45.58,active,sentinel1_synthetic,simulated
ISRO-1998-0826,25.507198,90.185848,4.65,stable,sentinel1_synthetic,simulated
ISRO-2000-0827,25.455053,90.407603,2.58,stable,sentinel1_synthetic,simulated
ISRO-2008-0828,26.275825,93.772443,4.43,stable,sentinel1_synthetic,simulated
ISRO-1998-0829,23.104896,92.870907,25.52,creep,sentinel1_synthetic,simulated
ISRO-2020-0830,22.939707,92.946233,14.62,creep,sentinel1_synthetic,simulated
ISRO-1998-0831,23.059127,92.653047,3.05,stable,sentinel1_synthetic,simulated
ISRO-2020-0832,23.705691,91.380329,2.2,stable,sentinel1_synthetic,simulated
ISRO-2012-0833,27.229396,93.144022,1.06,stable,sentinel1_synthetic,simulated
ISRO-2004-0834,23.907815,91.45311,1.5,stable,sentinel1_synthetic,simulated
ISRO-2010-0835,22.867543,92.891526,14.46,creep,sentinel1_synthetic,simulated
ISRO-2014-0836,23.593856,92.746893,2.67,stable,sentinel1_synthetic,simulated
ISRO-2011-0837,24.787744,94.375534,2.5,stable,sentinel1_synthetic,simulated
ISRO-2006-0838,26.01158,94.610895,12.24,creep,sentinel1_synthetic,simulated
ISRO-2009-0839,25.397079,91.233399,0.53,stable,sentinel1_synthetic,simulated
ISRO-2005-0840,27.565167,88.463387,0.93,stable,sentinel1_synthetic,simulated
ISRO-2007-0841,27.239515,88.559197,14.91,creep,sentinel1_synthetic,simulated
ISRO-2016-0842,27.038973,93.153084,20.3,creep,sentinel1_synthetic,simulated
ISRO-1998-0843,27.048419,93.146256,11.03,creep,sentinel1_synthetic,simulated
ISRO-2000-0844,23.599205,91.355445,0.11,stable,sentinel1_synthetic,simulated
ISRO-2017-0845,27.804989,91.769168,63.1,active,sentinel1_synthetic,simulated
ISRO-1999-0846,23.545541,91.804935,3.55,stable,sentinel1_synthetic,simulated
ISRO-2018-0847,25.245955,92.024253,11.22,creep,sentinel1_synthetic,simulated
ISRO-2007-0848,27.32397,88.527456,0.62,stable,sentinel1_synthetic,simulated
ISRO-2014-0849,23.402486,92.676513,2.8,stable,sentinel1_synthetic,simulated
ISRO-2015-0850,28.140902,94.765901,4.18,stable,sentinel1_synthetic,simulated
ISRO-2008-0851,25.381997,92.096536,2.17,stable,sentinel1_synthetic,simulated
ISRO-2008-0852,23.844036,92.333968,67.78,active,sentinel1_synthetic,simulated
ISRO-2013-0853,26.145046,94.511753,1.34,stable,sentinel1_synthetic,simulated
ISRO-2012-0854,26.529164,93.757488,0.66,stable,sentinel1_synthetic,simulated
ISRO-2004-0855,27.236879,92.95036,21.26,creep,sentinel1_synthetic,simulated
ISRO-2015-0856,26.445299,94.611414,2.58,stable,sentinel1_synthetic,simulated
ISRO-2003-0857,23.626751,92.947799,0.91,stable,sentinel1_synthetic,simulated
ISRO-2003-0858,26.214039,94.557511,66.31,active,sentinel1_synthetic,simulated
ISRO-2011-0859,25.227256,92.108804,20.31,creep,sentinel1_synthetic,simulated
ISRO-2008-0860,25.325071,91.263218,8.53,creep,sentinel1_synthetic,simulated
ISRO-1999-0861,23.576089,91.548887,14.91,creep,sentinel1_synthetic,simulated
ISRO-2013-0862,26.364096,94.761172,0.22,stable,sentinel1_synthetic,simulated
ISRO-2021-0863,27.056924,88.650929,1.81,stable,sentinel1_synthetic,simulated
ISRO-2009-0864,28.258551,94.822678,1.33,stable,sentinel1_synthetic,simulated
ISRO-2014-0865,25.819937,90.424866,13.88,creep,sentinel1_synthetic,simulated
ISRO-2016-0866,23.545501,92.660062,4.88,creep,sentinel1_synthetic,simulated
ISRO-2005-0867,27.53738,95.070739,1.66,stable,sentinel1_synthetic,simulated
ISRO-2020-0868,27.631735,91.583924,2.11,active,sentinel1_synthetic,simulated
ISRO-2007-0869,23.936948,91.411767,1.34,stable,sentinel1_synthetic,simulated
ISRO-2000-0870,24.865979,94.508463,3.01,stable,sentinel1_synthetic,simulated
ISRO-2006-0871,25.937853,93.938195,1.62,stable,sentinel1_synthetic,simulated
ISRO-2012-0872,25.533679,91.136806,0.39,stable,sentinel1_synthetic,simulated
ISRO-2018-0873,26.048379,94.643018,25.12,creep,sentinel1_synthetic,simulated
ISRO-2005-0874,23.564599,91.648873,21.42,creep,sentinel1_synthetic,simulated
ISRO-2020-0875,26.509316,94.148446,21.43,creep,sentinel1_synthetic,simulated
ISRO-2016-0876,24.700787,93.949332,2.17,stable,sentinel1_synthetic,simulated
ISRO-1998-0877,25.514146,92.486806,20.36,creep,sentinel1_synthetic,simulated
ISRO-2007-0878,25.263642,90.763468,17.79,creep,sentinel1_synthetic,simulated
ISRO-2000-0879,23.411088,92.749851,10.21,creep,sentinel1_synthetic,simulated
ISRO-2003-0880,25.311943,92.533051,2.04,stable,sentinel1_synthetic,simulated
ISRO-2014-0881,27.148698,94.992648,26.94,active,sentinel1_synthetic,simulated
ISRO-2010-0882,24.395844,94.139831,22.0,creep,sentinel1_synthetic,simulated
ISRO-2019-0883,25.220181,91.442011,32.09,active,sentinel1_synthetic,simulated
ISRO-2007-0884,24.955105,94.509843,11.39,creep,sentinel1_synthetic,simulated
ISRO-2005-0885,23.414915,92.848329,3.22,stable,sentinel1_synthetic,simulated
ISRO-2018-0886,26.669447,94.147459,52.64,active,sentinel1_synthetic,simulated
ISRO-2002-0887,26.914061,92.989922,9.36,creep,sentinel1_synthetic,simulated
ISRO-2009-0888,22.817718,92.667464,4.61,stable,sentinel1_synthetic,simulated
ISRO-2004-0889,26.072385,94.770709,9.47,creep,sentinel1_synthetic,simulated
ISRO-2014-0890,26.215674,94.653267,4.98,creep,sentinel1_synthetic,simulated
ISRO-2007-0891,26.253391,94.227764,16.11,creep,sentinel1_synthetic,simulated
ISRO-2019-0892,27.202298,88.57527,42.72,active,sentinel1_synthetic,simulated
ISRO-2001-0893,25.566366,90.405688,4.3,stable,sentinel1_synthetic,simulated
ISRO-2019-0894,26.411986,94.619647,19.61,active,sentinel1_synthetic,simulated
ISRO-2022-0895,27.639276,91.954359,22.09,creep,sentinel1_synthetic,simulated
ISRO-2012-0896,23.474648,91.635361,60.56,active,sentinel1_synthetic,simulated
ISRO-2011-0897,25.060902,92.101875,45.13,active,sentinel1_synthetic,simulated
ISRO-2000-0898,25.03653,94.611167,3.8,creep,sentinel1_synthetic,simulated
ISRO-1999-0899,26.451398,94.080294,58.11,active,sentinel1_synthetic,simulated
ISRO-2011-0900,23.696354,92.647987,2.42,stable,sentinel1_synthetic,simulated
ISRO-2007-0901,27.221954,94.95282,1.74,stable,sentinel1_synthetic,simulated
ISRO-2002-0902,27.26168,88.307131,0.11,stable,sentinel1_synthetic,simulated
ISRO-2015-0903,27.307795,88.187582,0.05,stable,sentinel1_synthetic,simulated
ISRO-2014-0904,25.302539,90.763445,88.7,active,sentinel1_synthetic,simulated
ISRO-2002-0905,26.436926,94.052924,4.3,stable,sentinel1_synthetic,simulated
ISRO-2012-0906,23.694946,91.401794,2.33,stable,sentinel1_synthetic,simulated
ISRO-2017-0907,27.550476,88.417406,11.13,creep,sentinel1_synthetic,simulated
ISRO-2009-0908,25.604021,91.505868,40.83,active,sentinel1_synthetic,simulated
ISRO-2012-0909,26.277295,93.910189,18.44,creep,sentinel1_synthetic,simulated
ISRO-1998-0910,25.269714,91.504931,33.33,active,sentinel1_synthetic,simulated
ISRO-2015-0911,26.192935,92.629125,14.79,creep,sentinel1_synthetic,simulated
ISRO-2012-0912,25.243615,91.334192,43.41,active,sentinel1_synthetic,simulated
ISRO-2015-0913,22.689617,93.003925,12.22,creep,sentinel1_synthetic,simulated
ISRO-2011-0914,25.376224,91.186296,4.49,stable,sentinel1_synthetic,simulated
ISRO-2008-0915,27.059005,92.905694,1.98,stable,sentinel1_synthetic,simulated
ISRO-1999-0916,26.268426,94.146441,16.13,creep,sentinel1_synthetic,simulated
ISRO-2004-0917,26.963177,92.855772,25.93,creep,sentinel1_synthetic,simulated
ISRO-2014-0918,26.494126,94.016071,1.6,stable,sentinel1_synthetic,simulated
ISRO-2005-0919,24.818414,94.319907,13.82,creep,sentinel1_synthetic,simulated
ISRO-2021-0920,25.737702,90.29448,1.36,stable,sentinel1_synthetic,simulated
ISRO-2009-0921,25.835046,90.498555,47.4,active,sentinel1_synthetic,simulated
ISRO-2020-0922,25.212724,93.999108,0.66,stable,sentinel1_synthetic,simulated
ISRO-1999-0923,28.32861,94.662901,20.33,creep,sentinel1_synthetic,simulated
ISRO-2000-0924,25.644826,91.024705,20.05,creep,sentinel1_synthetic,simulated
ISRO-2003-0925,27.119159,93.177717,18.95,creep,sentinel1_synthetic,simulated
ISRO-2011-0926,23.677386,91.210653,15.43,creep,sentinel1_synthetic,simulated
ISRO-2012-0927,27.055736,88.432494,3.91,stable,sentinel1_synthetic,simulated
ISRO-2003-0928,25.188817,94.080741,3.32,creep,sentinel1_synthetic,simulated
ISRO-2016-0929,26.843363,93.246326,3.22,stable,sentinel1_synthetic,simulated
ISRO-2015-0930,26.317103,93.754832,18.2,creep,sentinel1_synthetic,simulated
ISRO-2020-0931,24.659471,94.006972,57.79,active,sentinel1_synthetic,simulated
ISRO-2009-0932,23.394575,92.569964,4.54,stable,sentinel1_synthetic,simulated
ISRO-2016-0933,25.653501,90.806754,7.83,creep,sentinel1_synthetic,simulated
ISRO-2021-0934,25.451741,90.156396,1.94,stable,sentinel1_synthetic,simulated
ISRO-2006-0935,24.780428,94.343653,4.21,stable,sentinel1_synthetic,simulated
ISRO-2010-0936,25.708193,91.025064,31.13,creep,sentinel1_synthetic,simulated
ISRO-2002-0937,25.060826,92.323531,2.68,stable,sentinel1_synthetic,simulated
ISRO-2006-0938,23.801139,91.38088,5.48,stable,sentinel1_synthetic,simulated
ISRO-2011-0939,23.617783,91.832227,20.88,active,sentinel1_synthetic,simulated
ISRO-1999-0940,25.499148,91.508168,1.27,stable,sentinel1_synthetic,simulated
ISRO-1999-0941,27.125899,88.281053,0.62,stable,sentinel1_synthetic,simulated
ISRO-2007-0942,26.036182,94.305454,0.67,stable,sentinel1_synthetic,simulated
ISRO-2010-0943,23.561322,92.514633,101.3,active,sentinel1_synthetic,simulated
ISRO-2011-0944,25.202673,92.115974,3.84,stable,sentinel1_synthetic,simulated
ISRO-2005-0945,23.560581,92.591538,1.66,stable,sentinel1_synthetic,simulated
ISRO-2020-0946,27.396577,88.210156,3.03,stable,sentinel1_synthetic,simulated
ISRO-2020-0947,27.238335,93.075065,0.94,stable,sentinel1_synthetic,simulated
ISRO-2020-0948,25.264026,90.759066,19.72,creep,sentinel1_synthetic,simulated
ISRO-2011-0949,24.438696,93.72286,12.9,creep,sentinel1_synthetic,simulated
ISRO-2018-0950,27.355593,88.358099,14.55,creep,sentinel1_synthetic,simulated
ISRO-2022-0951,27.842262,91.80631,27.49,creep,sentinel1_synthetic,simulated
ISRO-2006-0952,24.698281,94.034176,9.96,creep,sentinel1_synthetic,simulated
ISRO-2005-0953,25.492416,91.513104,48.74,active,sentinel1_synthetic,simulated
ISRO-2008-0954,23.277613,91.823849,38.87,active,sentinel1_synthetic,simulated
ISRO-2020-0955,23.838487,91.108164,0.38,stable,sentinel1_synthetic,simulated
ISRO-1998-0956,27.50749,95.113578,4.93,creep,sentinel1_synthetic,simulated
ISRO-2005-0957,23.600128,91.759891,2.69,stable,sentinel1_synthetic,simulated
ISRO-2017-0958,26.638202,94.021194,2.29,stable,sentinel1_synthetic,simulated
ISRO-2001-0959,25.275437,92.235804,2.27,stable,sentinel1_synthetic,simulated
ISRO-2021-0960,26.250785,94.683996,15.47,creep,sentinel1_synthetic,simulated
ISRO-2022-0961,24.8849,94.375843,9.7,creep,sentinel1_synthetic,simulated
ISRO-2007-0962,23.634312,92.265859,22.05,creep,sentinel1_synthetic,simulated
ISRO-2005-0963,25.565126,91.205693,17.92,creep,sentinel1_synthetic,simulated
ISRO-2008-0964,27.604737,91.640476,1.98,stable,sentinel1_synthetic,simulated
ISRO-2008-0965,26.067886,94.386844,10.15,creep,sentinel1_synthetic,simulated
ISRO-2002-0966,25.181742,93.878391,5.2,creep,sentinel1_synthetic,simulated
ISRO-2013-0967,23.626018,91.377468,0.72,stable,sentinel1_synthetic,simulated
ISRO-2016-0968,25.670178,90.095934,14.61,creep,sentinel1_synthetic,simulated
ISRO-2017-0969,26.541391,94.220725,0.79,stable,sentinel1_synthetic,simulated
ISRO-2020-0970,26.674366,94.162243,2.13,stable,sentinel1_synthetic,simulated
ISRO-2006-0971,27.521034,88.477355,11.45,creep,sentinel1_synthetic,simulated
ISRO-2022-0972,25.595709,92.476107,2.12,stable,sentinel1_synthetic,simulated
ISRO-2003-0973,25.18682,93.950778,14.08,creep,sentinel1_synthetic,simulated
ISRO-2007-0974,25.732567,92.796569,4.79,stable,sentinel1_synthetic,simulated
ISRO-2002-0975,27.456215,88.46742,57.94,active,sentinel1_synthetic,simulated
