event_id,latitude,longitude,date,trigger,event_type,severity,state,district,source_name,source_link,data_source,data_quality,license
COOLR-SYN-0265,25.780041,91.219827,2014-07-16,unknown,rotational_slide,small,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0266,25.008159,94.406568,2011-08-14,rain,rockfall,large,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0267,23.864724,91.475844,2020-09-14,unknown,debris_flow,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0268,26.965486,88.449848,2010-07-13,rain,translational_slide,large,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0269,24.734707,93.955309,2013-09-24,monsoonal_rain,mudflow,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0270,26.310615,93.688402,2007-08-12,unknown,rotational_slide,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0271,27.01852,88.315952,2021-07-21,rain,rockfall,medium,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0272,26.685665,92.97201,2011-05-06,rain,mudflow,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0273,25.466668,90.098704,2012-09-10,rain,translational_slide,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0274,26.033655,93.656133,2013-12-09,unknown,debris_flow,very_large,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0275,25.544908,91.042338,2017-05-18,monsoonal_rain,mudflow,small,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0276,27.463169,91.807697,2015-08-06,rain,mudflow,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0277,24.843194,94.058328,2020-10-14,rain,rotational_slide,medium,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0278,27.08487,88.812717,2017-09-07,unknown,mudflow,small,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0279,27.568159,95.094375,2021-07-10,earthquake,mudflow,small,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0280,26.190973,94.461183,2012-04-03,earthquake,debris_flow,very_large,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0281,23.78479,91.736334,2020-08-20,rain,mudflow,small,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0282,25.635769,92.878465,2020-08-09,unknown,debris_flow,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0283,23.147173,92.597876,2016-11-05,earthquake,mudflow,medium,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0284,23.837451,91.534857,2022-11-01,rain,translational_slide,very_large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0285,24.292222,93.881791,2010-08-02,earthquake,translational_slide,small,Manipur,Ukhrul,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0286,22.993096,92.649359,2014-09-10,human_activity,debris_flow,small,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0287,24.732499,93.827051,2018-10-01,monsoonal_rain,mudflow,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0288,24.717184,94.33987,2021-09-11,rain,mudflow,large,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0289,25.283073,92.773468,2015-11-11,monsoonal_rain,rotational_slide,small,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0290,25.083248,94.471494,2018-10-11,rain,translational_slide,small,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0291,27.505146,92.035496,2021-04-26,monsoonal_rain,rotational_slide,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0292,23.648507,91.890346,2014-01-02,human_activity,rockfall,small,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0293,25.286509,91.486853,2021-04-10,rain,debris_flow,small,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0294,27.281879,93.119678,2008-06-21,human_activity,translational_slide,small,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0295,26.665114,93.901942,2014-07-25,monsoonal_rain,debris_flow,large,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0296,26.915645,88.202715,2007-10-23,monsoonal_rain,debris_flow,large,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0297,25.202749,91.495359,2012-04-27,rain,translational_slide,medium,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0298,27.029077,95.37871,2013-08-21,rain,rockfall,medium,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0299,24.574482,94.558584,2016-11-12,rain,rockfall,medium,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0300,27.187486,95.428805,2008-10-19,monsoonal_rain,mudflow,small,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0301,27.342316,88.450644,2008-08-14,rain,rockfall,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0302,25.435139,90.824019,2014-03-17,rain,rotational_slide,small,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0303,23.204291,91.574376,2008-08-15,rain,translational_slide,medium,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0304,23.777903,92.381941,2012-05-10,monsoonal_rain,debris_flow,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0305,25.967915,94.580375,2022-02-18,unknown,translational_slide,small,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0306,27.27077,95.117443,2022-09-21,unknown,mudflow,medium,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0307,25.7495,90.317919,2018-07-12,rain_and_snowmelt,rockfall,medium,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0308,23.016363,92.941479,2014-08-12,human_activity,debris_flow,small,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0309,25.826465,93.662573,2009-08-04,rain_and_snowmelt,translational_slide,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0310,25.641322,90.168945,2007-06-08,earthquake,rotational_slide,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0311,23.654445,91.298248,2008-07-14,human_activity,mudflow,large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0312,23.555735,92.521431,2019-02-18,earthquake,rotational_slide,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0313,24.644979,93.995233,2010-12-10,unknown,debris_flow,very_large,Manipur,Ukhrul,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0314,23.827505,91.03932,2018-04-06,rain,rockfall,very_large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0315,25.330724,91.905191,2013-10-10,earthquake,debris_flow,medium,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0316,25.741899,90.567386,2020-07-22,rain,debris_flow,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0317,27.329616,88.544822,2013-02-03,rain,rotational_slide,medium,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0318,27.035168,88.72249,2010-12-08,rain,rotational_slide,medium,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0319,26.158609,94.708144,2012-07-15,monsoonal_rain,rotational_slide,small,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0320,26.216808,93.717887,2020-03-03,unknown,debris_flow,large,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0321,26.557365,94.131514,2017-07-09,rain,translational_slide,medium,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0322,25.68813,91.063047,2011-02-10,rain,rotational_slide,small,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0323,23.267773,91.684018,2008-08-02,rain,rotational_slide,medium,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0324,27.038591,88.508561,2010-09-16,human_activity,translational_slide,large,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0325,27.590838,95.170021,2014-07-06,human_activity,translational_slide,large,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0326,25.767669,92.542221,2019-04-13,rain,debris_flow,large,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0327,25.197325,94.285731,2014-02-27,rain_and_snowmelt,rockfall,medium,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0328,25.264477,94.104665,2020-10-03,unknown,debris_flow,large,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0329,25.34904,91.882164,2020-08-08,rain,debris_flow,small,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0330,25.86254,90.521496,2015-09-07,rain,rotational_slide,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0331,23.426179,92.650241,2019-09-24,rain_and_snowmelt,debris_flow,medium,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0332,26.278165,94.186606,2018-07-27,rain,rockfall,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0333,27.240682,93.282786,2009-09-26,earthquake,translational_slide,medium,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0334,23.914963,91.031509,2009-04-19,human_activity,mudflow,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0335,27.193126,88.364493,2008-09-08,rain,translational_slide,small,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0336,26.630806,92.585235,2017-10-23,unknown,debris_flow,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0337,26.589509,94.112975,2009-07-20,rain,rockfall,very_large,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0338,25.896607,94.196367,2021-04-17,rain,translational_slide,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0339,25.076033,94.032156,2007-02-10,rain,mudflow,very_large,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0340,25.636758,90.196353,2009-02-20,rain,mudflow,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0341,27.36873,88.535613,2016-03-18,rain,rotational_slide,small,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0342,23.011329,93.096156,2020-05-20,human_activity,rotational_slide,large,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0343,23.644984,92.928216,2021-07-05,monsoonal_rain,mudflow,medium,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0344,24.745738,94.383847,2007-05-11,rain,rotational_slide,medium,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0345,26.237549,93.75698,2009-07-12,monsoonal_rain,rockfall,large,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0346,23.427275,92.819983,2018-11-25,rain,debris_flow,small,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0347,25.65353,90.39576,2007-08-04,unknown,mudflow,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0348,23.969086,91.212328,2012-06-07,rain,rotational_slide,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0349,27.334177,88.163037,2015-05-26,earthquake,translational_slide,small,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0350,28.032464,94.635195,2022-05-21,rain,translational_slide,medium,Arunachal Pradesh,Upper Siang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0351,23.204374,91.840291,2010-06-10,rain_and_snowmelt,rotational_slide,very_large,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0352,26.147572,94.579899,2021-08-04,rain,rotational_slide,small,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0353,23.565285,91.128566,2015-09-25,rain,debris_flow,large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0354,26.181694,92.831952,2017-10-13,monsoonal_rain,rockfall,large,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0355,27.183275,93.008145,2019-06-01,rain_and_snowmelt,mudflow,medium,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0356,26.307376,93.778406,2011-07-21,rain,mudflow,large,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0357,23.725361,91.327159,2017-11-14,rain,rockfall,medium,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0358,23.805017,91.21718,2016-07-02,earthquake,rotational_slide,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0359,25.911437,94.658203,2012-09-03,rain,translational_slide,medium,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0360,23.101828,92.659419,2022-04-12,rain,rockfall,medium,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0361,25.136944,93.842672,2012-08-03,earthquake,mudflow,medium,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0362,26.068949,94.559202,2007-09-20,rain,debris_flow,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0363,27.426557,88.323191,2015-06-15,monsoonal_rain,debris_flow,small,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0364,27.517955,95.094257,2022-08-21,rain,rotational_slide,medium,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0365,25.193458,93.869163,2012-02-11,rain,translational_slide,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0366,24.607165,93.823423,2022-02-08,rain,debris_flow,medium,Manipur,Ukhrul,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0367,25.057259,92.102333,2009-10-03,earthquake,mudflow,large,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0368,26.588308,94.036104,2012-12-19,rain,rockfall,small,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0369,26.472068,94.100679,2021-06-11,unknown,mudflow,small,Assam,Dima Hasao,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0370,25.149052,91.238878,2016-04-22,human_activity,rockfall,very_large,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0371,23.7858,91.035676,2021-11-27,unknown,rotational_slide,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0372,27.329449,88.69662,2020-09-03,rain,mudflow,large,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0373,27.708692,88.330062,2010-04-07,rain,translational_slide,small,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0374,25.120036,91.368336,2011-06-07,rain,mudflow,medium,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0375,25.212274,93.847802,2013-02-08,rain,translational_slide,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0376,26.491056,94.541312,2007-02-01,rain,mudflow,small,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0377,23.852251,92.441076,2019-10-11,rain_and_snowmelt,translational_slide,medium,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0378,23.491109,92.513273,2007-09-27,rain,mudflow,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0379,27.506916,92.033154,2018-12-06,rain,rockfall,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0380,25.639007,92.449569,2016-08-17,monsoonal_rain,translational_slide,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0381,27.605003,91.7562,2007-05-17,earthquake,rotational_slide,large,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0382,25.446489,92.947694,2009-08-25,rain,mudflow,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0383,26.370458,94.231615,2015-01-27,rain,rotational_slide,large,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0384,24.751217,94.432181,2010-10-09,rain,mudflow,small,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0385,26.569519,93.927218,2013-08-12,monsoonal_rain,rockfall,large,Assam,Dima Hasao,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0386,25.441562,90.457033,2018-08-04,rain,mudflow,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0387,25.237342,94.37202,2016-09-11,rain,rotational_slide,large,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0388,26.560779,94.443532,2010-06-23,earthquake,rockfall,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0389,26.185608,94.578075,2022-08-19,rain,rockfall,large,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0390,26.532628,94.53688,2018-05-27,rain,rockfall,medium,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0391,27.873862,91.917674,2011-09-05,earthquake,rockfall,large,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0392,27.580967,91.738933,2015-08-14,rain,translational_slide,large,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0393,23.755369,91.332443,2009-09-05,human_activity,debris_flow,small,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0394,26.027049,94.854326,2012-06-17,rain,mudflow,large,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0395,25.264346,91.596465,2022-05-19,rain,mudflow,medium,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0396,23.170667,92.56145,2011-07-11,rain,mudflow,medium,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0397,27.109436,94.927682,2021-06-18,rain,debris_flow,medium,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
