canonical_event_id,latitude,longitude,date,state,district,event_type,trigger,severity,data_source,data_quality,landslide_event,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,rainfall_data_source,elevation,slope,aspect,curvature,terrain_ruggedness,soil_moisture,soil_texture,soil_ph,soil_organic_carbon,ndvi,land_cover,ground_displacement,historical_landslide_frequency,historical_landslide_distance,population_exposure,infrastructure_exposure,distance_to_road,distance_to_river,is_ner
NEG-000429,27.560788,89.475631,2001-06-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.25,334.53,132.13,350.0,354.82,501.28,5.251,gpm_synthetic,,,,,,,,,,,,,0,69.76,113.0,1.88,3.27,0.63,0
NEG-000430,27.163773,92.257944,2010-05-01,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.94,10.13,6.01,49.77,68.75,104.08,8.942,gpm_synthetic,,,,,,,,,,,,,0,39.196,581.0,8.89,0.19,4.73,0
NEG-000431,27.191602,90.940625,2000-06-10,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,66.428,615.0,0.14,0.77,1.03,0
NEG-000432,23.090276,92.22063,2021-08-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.34,12.87,12.7,34.55,73.2,82.81,0.341,gpm_synthetic,,,,,,,,,,,,,0,29.136,294.0,13.27,0.52,0.05,0
NEG-000433,27.184669,92.5066,2005-08-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.32,33.99,38.34,46.69,61.39,132.77,0.321,gpm_synthetic,,,,,,,,,,,,,0,29.062,368.0,1.47,9.56,0.78,0
NEG-000434,28.166728,90.91134,2019-08-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,89.531,864.0,3.72,5.01,2.1,0
NEG-000435,26.725774,92.17745,2006-11-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.31,4.72,2.45,18.72,18.83,23.06,0.312,gpm_synthetic,,,,,,,,,,,,,0,43.916,1056.0,0.07,4.19,0.42,0
NEG-000436,27.307039,91.312668,2016-07-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,23.838,405.0,0.3,7.09,1.51,0
NEG-000437,24.560535,94.988186,2011-12-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,32.867,65.0,19.43,0.91,0.08,0
NEG-000438,24.624311,91.368207,2015-06-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.4,1.21,13.64,23.66,27.74,28.58,0.395,gpm_synthetic,,,,,,,,,,,,,0,55.025,17.0,10.19,2.18,1.28,0
NEG-000439,24.881769,91.759636,2007-02-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.38,0.15,11.36,19.08,39.32,142.33,0.38,gpm_synthetic,,,,,,,,,,,,,0,25.532,595.0,0.63,10.76,0.09,0
NEG-000440,23.033586,90.6439,2000-06-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,73.61,1190.0,8.43,2.28,0.01,0
NEG-000441,28.178509,88.278084,2021-07-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.47,18.31,8.56,15.37,18.14,0.227,gpm_synthetic,,,,,,,,,,,,,0,52.435,292.0,5.67,0.36,5.6,0
NEG-000442,25.979052,92.340027,2005-05-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,0.63,1.5,3.78,4.44,13.95,0.042,gpm_synthetic,,,,,,,,,,,,,0,25.457,412.0,8.44,1.52,0.19,0
NEG-000443,24.417517,91.417739,2006-04-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.0,64.86,21.94,172.57,211.61,713.64,0.001,gpm_synthetic,,,,,,,,,,,,,0,42.615,324.0,2.62,9.69,5.68,0
NEG-000444,23.985123,90.743149,2013-03-15,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.04,0.38,92.15,67.62,123.31,193.97,5.04,gpm_synthetic,,,,,,,,,,,,,0,29.624,486.0,5.12,0.83,1.07,0
NEG-000445,25.821603,94.503876,2009-06-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.06,0.41,20.12,53.2,137.6,171.47,1.06,gpm_synthetic,,,,,,,,,,,,,0,16.009,585.0,2.7,19.87,1.45,0
NEG-000446,22.979235,91.9424,2006-01-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.03,28.06,2.16,32.57,53.5,92.81,0.033,gpm_synthetic,,,,,,,,,,,,,0,27.441,856.0,10.44,2.94,0.56,0
NEG-000447,25.62746,93.763959,2017-01-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.49,2.68,27.38,21.76,35.51,54.08,0.487,gpm_synthetic,,,,,,,,,,,,,0,24.265,193.0,1.41,1.32,0.27,0
NEG-000448,24.791462,91.710556,2000-03-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.38,0.15,11.36,19.08,39.32,142.33,0.38,gpm_synthetic,,,,,,,,,,,,,0,36.811,193.0,1.05,3.79,2.24,0
NEG-000449,26.003399,92.538853,2003-09-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.12,0.03,4.97,5.25,5.55,13.54,0.123,gpm_synthetic,,,,,,,,,,,,,0,23.303,745.0,1.01,0.73,0.28,0
NEG-000450,25.327675,94.815674,2015-03-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.98,6.41,0.62,35.21,38.71,78.29,0.978,gpm_synthetic,,,,,,,,,,,,,0,34.587,179.0,0.18,1.98,4.68,0
NEG-000451,24.500207,95.295349,2004-12-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,67.481,73.0,1.34,3.54,0.16,0
NEG-000452,25.799525,93.119242,2001-08-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,17.02,120.13,120.49,166.23,312.83,8.604,gpm_synthetic,,,,,,,,,,,,,0,23.307,695.0,6.55,0.04,0.18,0
NEG-000453,28.019116,91.996566,2018-07-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.56,5.83,0.34,10.9,26.98,37.16,0.565,gpm_synthetic,,,,,,,,,,,,,0,15.774,111.0,2.14,7.03,0.01,0
NEG-000454,26.114213,91.702387,2018-12-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.59,0.45,4.71,52.14,155.41,181.68,0.587,gpm_synthetic,,,,,,,,,,,,,0,47.875,156.0,3.11,1.28,3.13,0
NEG-000455,28.40947,91.261433,2008-01-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,80.177,503.0,9.31,0.94,1.21,0
NEG-000456,27.215465,90.991664,2009-01-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,60.371,453.0,4.14,2.85,0.31,0
NEG-000457,25.14028,94.943361,2016-09-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.98,6.41,0.62,35.21,38.71,78.29,0.978,gpm_synthetic,,,,,,,,,,,,,0,30.065,1006.0,3.22,0.8,0.93,0
NEG-000458,25.348921,93.92844,2018-03-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.62,7.75,15.4,56.83,71.98,0.231,gpm_synthetic,,,,,,,,,,,,,0,11.617,296.0,6.0,0.67,0.84,0
NEG-000459,25.64582,93.480921,2013-02-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.49,2.68,27.38,21.76,35.51,54.08,0.487,gpm_synthetic,,,,,,,,,,,,,0,25.16,434.0,5.39,5.8,3.14,0
NEG-000460,25.91773,93.437743,2018-12-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.25,3.34,7.92,13.69,14.51,38.77,1.252,gpm_synthetic,,,,,,,,,,,,,0,19.671,216.0,12.7,0.2,6.94,0
NEG-000461,25.134538,93.305221,2013-07-04,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,3.45,1.93,4.48,5.02,15.7,0.068,gpm_synthetic,,,,,,,,,,,,,0,42.138,275.0,1.33,11.83,3.93,0
NEG-000462,23.775056,93.566949,2012-01-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,1.51,6.93,7.86,10.33,15.63,0.072,gpm_synthetic,,,,,,,,,,,,,0,59.017,461.0,10.02,1.6,1.02,0
NEG-000463,22.934445,93.230611,2009-12-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.22,0.15,0.06,2.18,2.87,6.03,0.224,gpm_synthetic,,,,,,,,,,,,,0,16.904,358.0,5.41,2.82,4.38,0
NEG-000464,27.891351,94.232424,2008-01-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.1,8.65,34.01,30.57,30.79,45.6,0.103,gpm_synthetic,,,,,,,,,,,,,0,24.519,72.0,0.02,1.8,0.59,0
NEG-000465,26.603248,88.270261,2007-10-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,,,,,,,,,,,,,0,35.477,938.0,0.99,2.49,4.34,0
NEG-000466,25.329311,93.908497,2003-04-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.62,7.75,15.4,56.83,71.98,0.231,gpm_synthetic,,,,,,,,,,,,,0,10.296,222.0,3.81,1.1,0.02,0
NEG-000467,25.628208,93.965967,2005-10-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,4.04,9.33,22.79,63.78,68.88,119.34,4.043,gpm_synthetic,,,,,,,,,,,,,0,25.378,163.0,1.42,4.59,6.78,0
NEG-000468,24.862417,91.915329,2016-12-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,104.98,788.97,268.96,396.78,412.46,8.604,gpm_synthetic,,,,,,,,,,,,,0,18.876,38.0,3.67,2.28,8.6,0
NEG-000469,27.249126,95.328331,2010-04-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.68,0.76,12.06,11.91,28.45,69.78,0.684,gpm_synthetic,,,,,,,,,,,,,3,5.469,146.0,0.08,10.12,3.57,0
NEG-000470,24.785779,92.806893,2007-11-11,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,3.34,7.14,19.34,25.98,79.73,90.07,3.337,gpm_synthetic,,,,,,,,,,,,,0,53.057,423.0,2.67,3.06,0.04,0
NEG-000471,28.154372,91.316557,2022-09-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,,,,,,,,,,,,,0,53.297,1818.0,7.05,1.0,0.89,0
NEG-000472,25.783264,93.785092,2017-04-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.21,13.03,8.01,38.73,49.33,66.03,1.207,gpm_synthetic,,,,,,,,,,,,,1,9.945,471.0,7.32,0.46,1.4,0
NEG-000473,28.555935,93.919131,2000-11-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,6.78,9.84,45.38,49.04,97.44,0.854,gpm_synthetic,,,,,,,,,,,,,0,71.223,445.0,4.65,2.64,2.0,0
NEG-000474,25.832594,92.995924,2016-06-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.54,8.65,0.97,47.47,47.66,140.43,0.542,gpm_synthetic,,,,,,,,,,,,,0,14.361,693.0,5.38,3.32,7.62,0
NEG-000475,24.246783,95.265308,2000-09-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,73.574,10.0,4.0,3.69,1.23,0
NEG-000476,24.084371,91.593471,2022-06-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.68,4.37,18.99,34.9,37.67,407.16,0.684,gpm_synthetic,,,,,,,,,,,,,0,10.266,523.0,7.74,0.82,9.52,0
NEG-000477,26.710422,88.283081,2013-04-26,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,,,,,,,,,,,,,0,24.464,509.0,14.27,0.42,1.54,0
NEG-000478,23.333045,91.968496,2008-08-06,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.39,0.07,7.74,6.27,7.1,13.59,0.393,gpm_synthetic,,,,,,,,,,,,,0,17.194,436.0,8.53,0.69,0.85,0
NEG-000479,27.37777,94.092003,2018-12-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.91,1.44,0.47,9.23,11.26,32.24,0.912,gpm_synthetic,,,,,,,,,,,,,0,66.799,85.0,8.97,3.51,1.66,0
NEG-000480,24.333462,94.68378,2007-05-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,27.469,1068.0,8.62,1.07,3.04,0
NEG-000481,26.0463,92.497739,2001-06-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.12,0.03,4.97,5.25,5.55,13.54,0.123,gpm_synthetic,,,,,,,,,,,,,0,21.854,785.0,1.17,0.36,2.85,0
NEG-000482,25.130146,93.42469,2004-03-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.85,16.23,5.52,19.96,33.74,40.07,0.849,gpm_synthetic,,,,,,,,,,,,,0,42.703,77.0,7.03,1.43,0.23,0
NEG-000483,25.674592,93.88754,2016-12-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,4.04,9.33,22.79,63.78,68.88,119.34,4.043,gpm_synthetic,,,,,,,,,,,,,0,20.674,643.0,1.03,5.83,1.6,0
NEG-000484,23.759417,93.043488,2011-09-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.52,0.75,67.42,49.37,65.74,130.63,0.518,gpm_synthetic,,,,,,,,,,,,,0,18.029,85.0,5.69,1.01,0.28,0
NEG-000485,25.48408,93.650698,2010-08-14,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.42,9.33,3.15,20.96,21.58,52.58,0.418,gpm_synthetic,,,,,,,,,,,,,0,34.885,225.0,0.37,1.4,1.09,0
NEG-000486,25.851464,94.413184,2018-01-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.06,0.41,20.12,53.2,137.6,171.47,1.06,gpm_synthetic,,,,,,,,,,,,,0,11.92,189.0,6.43,6.37,0.61,0
NEG-000487,28.285334,95.451469,2011-07-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,17.29,31.03,135.24,229.09,264.82,520.67,17.289,gpm_synthetic,,,,,,,,,,,,,0,61.069,922.0,1.04,2.67,0.2,0
NEG-000488,28.075539,92.085091,2008-08-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.56,5.83,0.34,10.9,26.98,37.16,0.565,gpm_synthetic,,,,,,,,,,,,,0,21.979,64.0,3.05,0.95,4.77,0
NEG-000489,26.72946,89.428978,2013-10-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,3.71,2.6,29.39,90.73,121.27,465.34,3.714,gpm_synthetic,,,,,,,,,,,,,0,73.47,274.0,4.02,3.34,1.17,0
NEG-000490,27.829172,92.519586,2005-06-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.86,18.49,5.62,49.89,75.12,101.36,0.861,gpm_synthetic,,,,,,,,,,,,,0,47.078,400.0,3.66,3.56,5.92,0
NEG-000491,26.515288,88.097821,2012-06-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.05,4.75,7.02,13.21,13.29,30.38,0.048,gpm_synthetic,,,,,,,,,,,,,0,45.94,311.0,3.45,8.01,5.21,0
NEG-000492,23.331703,90.728604,2012-11-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,,,,,,,,,,,,,0,43.668,617.0,1.3,0.31,4.87,0
NEG-000493,27.016974,92.244681,2014-08-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.94,10.13,6.01,49.77,68.75,104.08,8.942,gpm_synthetic,,,,,,,,,,,,,0,50.074,325.0,16.28,11.5,1.82,0
NEG-000494,25.779664,94.686014,2008-09-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.28,0.36,2.19,7.31,8.13,18.03,0.284,gpm_synthetic,,,,,,,,,,,,,0,14.949,303.0,0.75,0.41,3.66,0
NEG-000495,25.991107,91.241319,2021-10-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,2.55,29.48,15.62,150.43,224.77,551.76,2.554,gpm_synthetic,,,,,,,,,,,,,0,23.549,391.0,2.5,1.04,0.45,0
NEG-000496,27.017834,93.697405,2001-02-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.5,3.27,9.34,10.65,15.1,34.97,0.503,gpm_synthetic,,,,,,,,,,,,,0,31.181,209.0,1.16,1.0,3.78,0
NEG-000497,24.632395,92.98265,2015-07-15,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,3.45,1.93,4.48,5.02,15.7,0.068,gpm_synthetic,,,,,,,,,,,,,0,69.811,196.0,0.55,4.9,2.31,0
NEG-000498,25.636331,94.91409,2008-03-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.28,0.36,2.19,7.31,8.13,18.03,0.284,gpm_synthetic,,,,,,,,,,,,,0,41.704,61.0,0.7,0.11,4.85,0
NEG-000499,25.845468,92.932519,2011-11-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.54,8.65,0.97,47.47,47.66,140.43,0.542,gpm_synthetic,,,,,,,,,,,,,0,11.886,516.0,0.68,6.59,0.02,0
NEG-000500,24.147011,95.290008,2007-04-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,81.932,137.0,7.27,3.3,2.97,0
NEG-000501,25.778064,93.589167,2003-10-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.49,2.68,27.38,21.76,35.51,54.08,0.487,gpm_synthetic,,,,,,,,,,,,,2,6.503,56.0,21.11,1.59,0.23,0
NEG-000502,26.689253,93.34982,2001-06-04,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,4.67,5.17,193.36,144.56,307.5,646.91,4.666,gpm_synthetic,,,,,,,,,,,,,1,6.572,264.0,11.61,0.01,0.01,0
NEG-000503,26.177921,91.92882,2012-04-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.91,36.44,33.97,169.62,188.75,672.41,5.905,gpm_synthetic,,,,,,,,,,,,,0,62.969,1624.0,11.3,1.42,0.1,0
NEG-000504,24.08973,91.89817,2005-02-27,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.23,0.28,4.64,20.42,28.83,78.58,0.227,gpm_synthetic,,,,,,,,,,,,,0,37.689,72.0,6.32,4.47,1.19,0
NEG-000505,24.287608,91.97834,2007-10-05,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,9.2,31.34,2.33,57.14,72.77,131.38,9.199,gpm_synthetic,,,,,,,,,,,,,0,52.066,71.0,5.97,1.7,0.62,0
NEG-000506,23.090823,91.97497,2020-04-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.03,28.06,2.16,32.57,53.5,92.81,0.033,gpm_synthetic,,,,,,,,,,,,,0,19.554,348.0,8.45,0.12,16.36,0
NEG-000507,27.849166,95.169678,2001-06-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,3.06,5.96,2.83,62.26,90.22,466.05,3.059,gpm_synthetic,,,,,,,,,,,,,0,28.674,536.0,4.41,2.47,0.73,0
NEG-000508,23.167543,92.163309,2011-07-22,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.24,1.42,1.24,2.76,10.3,0.108,gpm_synthetic,,,,,,,,,,,,,0,29.931,51.0,2.82,10.58,2.76,0
NEG-000509,26.121482,92.661716,2004-10-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.12,0.03,4.97,5.25,5.55,13.54,0.123,gpm_synthetic,,,,,,,,,,,,,2,8.717,645.0,3.86,0.95,2.96,0
NEG-000510,28.276785,92.670645,2021-03-09,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.86,18.49,5.62,49.89,75.12,101.36,0.861,gpm_synthetic,,,,,,,,,,,,,0,81.558,1427.0,4.46,1.1,2.16,0
NEG-000511,24.115552,92.133381,2009-05-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,9.2,31.34,2.33,57.14,72.77,131.38,9.199,gpm_synthetic,,,,,,,,,,,,,0,26.362,157.0,2.34,1.57,3.4,0
NEG-000512,25.796533,92.214394,2017-01-16,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.04,0.63,1.5,3.78,4.44,13.95,0.042,gpm_synthetic,,,,,,,,,,,,,0,24.355,93.0,7.16,1.2,0.79,0
NEG-000513,26.306693,93.493607,2015-02-23,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.02,1.91,5.62,49.45,57.27,153.28,0.024,gpm_synthetic,,,,,,,,,,,,,0,18.504,3620.0,25.92,2.46,0.68,0
NEG-000514,27.148789,92.239695,2022-02-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.94,10.13,6.01,49.77,68.75,104.08,8.942,gpm_synthetic,,,,,,,,,,,,,0,38.728,425.0,1.29,1.27,1.03,0
NEG-000515,27.120209,94.620198,2021-06-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.96,8.35,5.91,56.56,69.18,218.92,1.958,gpm_synthetic,,,,,,,,,,,,,0,34.152,272.0,1.73,8.46,0.69,0
NEG-000516,26.75063,91.089996,2008-09-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.13,0.1,0.15,1.5,2.55,6.88,0.127,gpm_synthetic,,,,,,,,,,,,,0,78.748,170.0,0.62,3.53,1.24,0
NEG-000517,23.994273,93.400307,2002-04-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.77,10.51,2.07,52.87,172.87,188.11,5.77,gpm_synthetic,,,,,,,,,,,,,0,42.447,426.0,2.22,3.89,4.3,0
NEG-000518,24.523817,91.935773,2003-03-04,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,104.98,788.97,268.96,396.78,412.46,8.604,gpm_synthetic,,,,,,,,,,,,,0,55.685,41.0,2.9,1.36,2.41,0
NEG-000519,27.150476,92.678148,2009-02-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.32,33.99,38.34,46.69,61.39,132.77,0.321,gpm_synthetic,,,,,,,,,,,,,1,9.813,6.0,0.34,0.96,6.44,0
NEG-000520,27.75844,94.430857,2013-04-02,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.91,1.44,0.47,9.23,11.26,32.24,0.912,gpm_synthetic,,,,,,,,,,,,,0,10.657,389.0,5.11,5.96,0.98,0
NEG-000521,24.698138,91.410659,2022-11-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.4,1.21,13.64,23.66,27.74,28.58,0.395,gpm_synthetic,,,,,,,,,,,,,0,47.066,35.0,0.25,1.07,0.13,0
NEG-000522,24.455115,95.079089,2010-03-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,45.092,674.0,7.96,0.75,0.26,0
NEG-000523,26.931921,92.128522,2014-01-07,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.94,10.13,6.01,49.77,68.75,104.08,8.942,gpm_synthetic,,,,,,,,,,,,,0,52.691,626.0,20.0,9.23,1.46,0
NEG-000524,24.445663,92.386965,2018-08-21,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,3.5,35.09,78.69,109.59,127.02,137.42,3.502,gpm_synthetic,,,,,,,,,,,,,0,53.453,347.0,4.58,7.25,0.26,0
NEG-000525,27.413646,90.97639,2014-07-08,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.49,21.37,45.65,63.58,106.85,126.24,1.491,gpm_synthetic,,,,,,,,,,,,,0,61.504,2075.0,4.3,0.39,2.47,0
NEG-000526,25.995617,92.48368,2004-07-24,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,12.43,15.34,40.97,72.27,124.4,423.28,12.428,gpm_synthetic,,,,,,,,,,,,,0,24.446,414.0,14.4,1.9,0.44,0
NEG-000527,24.720334,92.901192,2020-08-15,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.07,3.45,1.93,4.48,5.02,15.7,0.068,gpm_synthetic,,,,,,,,,,,,,0,60.154,1098.0,12.34,0.96,3.9,0
NEG-000528,25.410218,93.784628,2002-01-18,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.42,9.33,3.15,20.96,21.58,52.58,0.418,gpm_synthetic,,,,,,,,,,,,,0,19.78,311.0,10.59,1.23,2.87,0
NEG-000529,24.259984,92.176575,2019-07-17,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,9.2,31.34,2.33,57.14,72.77,131.38,9.199,gpm_synthetic,,,,,,,,,,,,,0,37.602,206.0,1.79,2.18,0.18,0
NEG-000530,26.297721,93.50946,2016-08-10,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.02,1.91,5.62,49.45,57.27,153.28,0.024,gpm_synthetic,,,,,,,,,,,,,0,16.739,427.0,7.62,3.16,2.49,0
NEG-000531,24.411898,91.609279,2022-07-20,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.68,4.37,18.99,34.9,37.67,407.16,0.684,gpm_synthetic,,,,,,,,,,,,,0,43.364,503.0,0.41,3.22,1.33,0
NEG-000532,25.23228,94.7335,2019-05-19,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.98,6.41,0.62,35.21,38.71,78.29,0.978,gpm_synthetic,,,,,,,,,,,,,0,21.627,107.0,3.58,5.21,4.62,0
NEG-000533,22.53636,93.548746,2009-11-25,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.78,36.22,2.37,183.79,246.01,373.73,1.784,gpm_synthetic,,,,,,,,,,,,,0,53.922,95.0,3.96,2.03,1.02,0
NEG-000534,23.939062,94.807511,2009-03-15,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,0.11,1.62,0.19,11.64,17.08,21.08,0.113,gpm_synthetic,,,,,,,,,,,,,0,72.359,267.0,5.05,0.4,1.01,0
NEG-000535,27.151242,93.98329,2022-05-12,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,1.45,1.92,23.87,40.27,42.47,220.77,1.446,gpm_synthetic,,,,,,,,,,,,,0,44.142,114.0,2.82,1.36,2.3,0
NEG-000536,23.807129,92.198112,2019-04-03,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,5.75,52.31,166.23,72.27,72.93,118.87,5.753,gpm_synthetic,,,,,,,,,,,,,3,7.069,427.0,2.64,1.42,0.66,0
NEG-000537,24.776637,91.854801,2013-02-13,NER,,non_event,none,none,negative_sample_synthetic,simulated,0,8.6,104.98,788.97,268.96,396.78,412.46,8.604,gpm_synthetic,,,,,,,,,,,,,0,30.189,216.0,1.7,0.19,4.18,0
