event_id,latitude,longitude,ndvi,land_cover,data_source,data_quality
ISRO-2003-0613,28.103187,94.894394,0.754,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0614,27.036082,93.189717,0.874,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0615,28.320587,94.61199,0.822,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0616,23.330474,91.487881,0.207,grassland,sentinel2_synthetic,simulated
ISRO-2015-0617,25.293346,91.528858,0.177,built_up,sentinel2_synthetic,simulated
ISRO-2007-0618,26.41218,94.765834,0.47,scrubland,sentinel2_synthetic,simulated
ISRO-2011-0619,23.950336,91.34759,0.576,agriculture,sentinel2_synthetic,simulated
ISRO-2003-0620,23.14032,92.663894,0.426,scrubland,sentinel2_synthetic,simulated
ISRO-2001-0621,26.329536,94.193179,0.416,degraded_forest,sentinel2_synthetic,simulated
ISRO-1998-0622,23.460617,92.763328,0.588,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0623,27.95414,94.855941,0.245,grassland,sentinel2_synthetic,simulated
ISRO-2005-0624,25.416403,92.766553,0.398,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0625,25.42768,92.74775,0.838,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0626,25.481464,91.533431,0.216,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0627,27.25142,88.467473,0.13,bare_soil,sentinel2_synthetic,simulated
ISRO-2010-0628,27.493355,88.450425,0.167,built_up,sentinel2_synthetic,simulated
ISRO-2013-0629,25.454599,91.367442,0.282,grassland,sentinel2_synthetic,simulated
ISRO-1999-0630,28.112398,94.757494,0.377,grassland,sentinel2_synthetic,simulated
ISRO-2004-0631,26.825372,92.908116,0.612,agriculture,sentinel2_synthetic,simulated
ISRO-2001-0632,23.740122,91.462762,0.61,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0633,28.124817,94.75132,0.521,degraded_forest,sentinel2_synthetic,simulated
ISRO-2021-0634,26.506477,94.261788,0.351,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0635,26.502867,94.442157,0.689,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0636,27.340676,88.558351,0.204,agriculture,sentinel2_synthetic,simulated
ISRO-2021-0637,26.395235,93.956115,0.41,agriculture,sentinel2_synthetic,simulated
ISRO-2015-0638,27.671731,91.963962,0.126,bare_soil,sentinel2_synthetic,simulated
ISRO-2018-0639,26.47527,93.832353,0.401,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0640,26.718024,93.808352,0.21,grassland,sentinel2_synthetic,simulated
ISRO-2013-0641,26.103417,94.465825,0.806,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0642,26.53829,94.599823,0.864,dense_forest,sentinel2_synthetic,simulated
ISRO-1999-0643,25.269943,90.863695,0.625,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0644,25.667472,92.897952,0.407,grassland,sentinel2_synthetic,simulated
ISRO-2009-0645,23.358666,91.381382,0.481,scrubland,sentinel2_synthetic,simulated
ISRO-2022-0646,23.719763,91.412827,0.42,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0647,25.415906,92.808217,0.356,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0648,25.252141,92.702105,0.315,scrubland,sentinel2_synthetic,simulated
ISRO-1999-0649,25.583085,91.161327,0.399,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0650,26.587464,94.190177,0.727,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0651,23.336079,91.435115,0.609,degraded_forest,sentinel2_synthetic,simulated
ISRO-1999-0652,26.18659,92.775594,0.641,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0653,25.268933,92.596423,0.187,grassland,sentinel2_synthetic,simulated
ISRO-2010-0654,24.971141,93.918817,0.145,bare_soil,sentinel2_synthetic,simulated
ISRO-2008-0655,26.452513,94.306241,0.896,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0656,25.996637,93.802971,0.449,degraded_forest,sentinel2_synthetic,simulated
ISRO-2000-0657,25.860935,90.289652,0.143,bare_soil,sentinel2_synthetic,simulated
ISRO-2013-0658,23.461453,91.563317,0.469,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0659,27.074869,88.51394,0.223,agriculture,sentinel2_synthetic,simulated
ISRO-2018-0660,23.579855,92.640938,0.399,grassland,sentinel2_synthetic,simulated
ISRO-2021-0661,26.401332,94.243081,0.705,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0662,27.554225,88.316051,0.578,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0663,25.970705,93.781146,0.784,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0664,26.466115,93.049348,0.724,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0665,23.569103,91.522514,0.243,scrubland,sentinel2_synthetic,simulated
ISRO-2000-0666,25.367092,92.281912,0.787,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0667,26.221903,94.83292,0.302,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0668,25.482927,91.564714,0.867,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0669,27.284708,88.511705,0.235,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0670,25.575472,91.202179,0.351,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0671,24.288633,93.721093,0.743,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0672,28.007848,94.522669,0.343,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0673,26.21079,93.7582,0.61,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0674,26.239552,93.692999,0.642,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0675,27.281856,88.566867,0.475,degraded_forest,sentinel2_synthetic,simulated
ISRO-2015-0676,25.350602,90.942104,0.504,agriculture,sentinel2_synthetic,simulated
ISRO-2003-0677,26.659056,93.883824,0.896,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0678,25.629971,91.223877,0.654,dense_forest,sentinel2_synthetic,simulated
ISRO-2021-0679,27.272995,88.525324,0.276,grassland,sentinel2_synthetic,simulated
ISRO-2014-0680,27.263466,88.715836,0.508,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0681,28.255938,94.859351,0.147,bare_soil,sentinel2_synthetic,simulated
ISRO-2011-0682,26.4728,93.752925,0.383,grassland,sentinel2_synthetic,simulated
ISRO-2002-0683,26.472974,92.645961,0.082,bare_soil,sentinel2_synthetic,simulated
ISRO-1999-0684,26.254885,94.048074,0.496,scrubland,sentinel2_synthetic,simulated
ISRO-2021-0685,23.253865,92.791447,0.466,degraded_forest,sentinel2_synthetic,simulated
ISRO-1998-0686,26.250157,93.925184,0.447,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0687,23.022943,92.706306,0.452,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0688,27.10313,88.061764,0.669,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0689,25.331259,91.234246,0.359,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0690,27.213556,95.00508,0.561,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0691,22.774779,92.764712,0.133,bare_soil,sentinel2_synthetic,simulated
ISRO-2021-0692,27.15528,92.921569,0.061,built_up,sentinel2_synthetic,simulated
ISRO-2005-0693,25.053339,94.034695,0.417,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0694,27.995024,94.935788,0.448,degraded_forest,sentinel2_synthetic,simulated
ISRO-2006-0695,25.238049,91.481044,0.413,scrubland,sentinel2_synthetic,simulated
ISRO-2021-0696,25.431923,92.5006,0.228,agriculture,sentinel2_synthetic,simulated
ISRO-2002-0697,26.689619,93.824017,0.807,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0698,27.388369,95.375345,0.661,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0699,26.725294,94.03433,0.383,scrubland,sentinel2_synthetic,simulated
ISRO-2012-0700,25.854718,93.93492,0.619,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0701,23.283652,91.798642,0.476,scrubland,sentinel2_synthetic,simulated
ISRO-2008-0702,25.804522,90.073562,0.404,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0703,27.167817,93.052796,0.252,scrubland,sentinel2_synthetic,simulated
ISRO-1998-0704,23.853848,91.417425,0.681,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0705,23.285565,91.406609,0.86,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0706,26.548486,92.941976,0.37,scrubland,sentinel2_synthetic,simulated
ISRO-2008-0707,23.341364,91.791691,0.393,grassland,sentinel2_synthetic,simulated
ISRO-2020-0708,26.349733,94.316631,0.393,scrubland,sentinel2_synthetic,simulated
ISRO-2003-0709,28.19802,94.578571,0.808,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0710,23.72457,92.507945,0.826,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0711,27.236507,88.436654,0.808,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0712,23.69602,91.62282,0.642,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0713,26.600341,92.977044,0.378,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0714,23.657274,92.701931,0.202,agriculture,sentinel2_synthetic,simulated
ISRO-2022-0715,25.493024,91.202072,0.72,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0716,26.282177,93.78428,0.27,scrubland,sentinel2_synthetic,simulated
ISRO-2020-0717,24.399362,93.787755,0.613,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0718,27.284018,88.50703,0.408,degraded_forest,sentinel2_synthetic,simulated
ISRO-2015-0719,24.58382,94.24157,0.513,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0720,26.226443,93.692954,0.694,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0721,23.905446,92.622323,0.045,bare_soil,sentinel2_synthetic,simulated
ISRO-2006-0722,23.023137,92.950659,0.367,grassland,sentinel2_synthetic,simulated
ISRO-2015-0723,23.724491,92.611964,0.472,agriculture,sentinel2_synthetic,simulated
ISRO-2004-0724,25.618783,91.189613,0.322,grassland,sentinel2_synthetic,simulated
ISRO-2001-0725,25.207092,91.535961,0.311,scrubland,sentinel2_synthetic,simulated
ISRO-2008-0726,27.252622,88.430138,0.382,scrubland,sentinel2_synthetic,simulated
ISRO-1999-0727,24.927476,94.40688,0.32,grassland,sentinel2_synthetic,simulated
ISRO-2005-0728,25.350954,92.625367,0.56,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0729,24.829207,94.193362,0.485,agriculture,sentinel2_synthetic,simulated
ISRO-2006-0730,27.376682,88.624734,0.639,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0731,26.016412,93.785368,0.269,scrubland,sentinel2_synthetic,simulated
ISRO-2000-0732,26.342669,94.747431,0.372,scrubland,sentinel2_synthetic,simulated
ISRO-2012-0733,27.306859,88.627225,0.633,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0734,23.416059,91.763131,0.637,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0735,25.527484,90.132809,0.139,built_up,sentinel2_synthetic,simulated
ISRO-2005-0736,26.361749,94.342603,0.633,agriculture,sentinel2_synthetic,simulated
ISRO-2019-0737,26.292427,94.233238,-0.006,water,sentinel2_synthetic,simulated
ISRO-2000-0738,26.270389,93.914588,0.534,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0739,27.490694,88.667715,0.607,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0740,25.586284,90.18207,0.523,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0741,25.254667,91.123429,0.729,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0742,22.672968,93.046229,0.357,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0743,27.546886,91.877803,0.624,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0744,27.082096,88.078529,0.57,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0745,25.27279,90.965113,0.763,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0746,27.327798,88.39878,0.547,degraded_forest,sentinel2_synthetic,simulated
ISRO-2013-0747,24.949608,94.342778,0.431,grassland,sentinel2_synthetic,simulated
ISRO-2016-0748,23.622476,92.330136,0.202,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0749,22.833096,92.571362,0.218,grassland,sentinel2_synthetic,simulated
ISRO-2022-0750,23.903973,92.53598,0.356,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0751,25.309429,91.034587,0.836,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0752,24.97862,94.530034,0.788,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0753,23.661646,91.721925,0.098,bare_soil,sentinel2_synthetic,simulated
ISRO-2018-0754,27.185543,92.825843,0.307,grassland,sentinel2_synthetic,simulated
ISRO-2001-0755,25.260317,92.947045,0.492,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0756,24.2528,94.039627,0.748,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0757,25.401066,91.365924,0.829,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0758,23.835241,91.454092,0.466,scrubland,sentinel2_synthetic,simulated
ISRO-2006-0759,27.485013,88.59336,0.399,degraded_forest,sentinel2_synthetic,simulated
ISRO-1998-0760,24.841494,94.255437,0.709,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0761,27.86653,94.736352,0.648,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0762,27.61462,88.183177,0.239,grassland,sentinel2_synthetic,simulated
ISRO-1999-0763,25.018769,94.169173,0.58,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0764,26.433372,94.739887,0.55,agriculture,sentinel2_synthetic,simulated
ISRO-2004-0765,25.526025,92.055793,0.045,bare_soil,sentinel2_synthetic,simulated
ISRO-1999-0766,26.432192,94.293449,0.874,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0767,23.608323,91.193748,-0.003,water,sentinel2_synthetic,simulated
ISRO-2021-0768,25.94526,93.74159,0.031,bare_soil,sentinel2_synthetic,simulated
ISRO-2013-0769,25.575081,92.83665,0.387,scrubland,sentinel2_synthetic,simulated
ISRO-2006-0770,26.391516,94.161259,0.314,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0771,27.030923,92.920551,0.751,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0772,23.599274,91.84049,0.632,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0773,25.429592,90.935751,0.081,built_up,sentinel2_synthetic,simulated
ISRO-2002-0774,23.814017,92.609729,0.474,scrubland,sentinel2_synthetic,simulated
ISRO-2002-0775,27.492985,88.172073,0.728,dense_forest,sentinel2_synthetic,simulated
ISRO-2010-0776,28.099162,94.729397,0.6,degraded_forest,sentinel2_synthetic,simulated
ISRO-1998-0777,23.973025,91.066164,0.549,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0778,23.797809,92.347747,0.462,degraded_forest,sentinel2_synthetic,simulated
ISRO-2010-0779,25.506716,90.292771,0.865,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0780,23.362826,91.526041,0.394,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0781,23.338634,91.368603,0.224,scrubland,sentinel2_synthetic,simulated
ISRO-2013-0782,24.739319,94.56662,0.87,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0783,23.30537,91.591096,0.375,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0784,26.369182,94.287315,0.461,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0785,22.662908,92.567695,0.461,scrubland,sentinel2_synthetic,simulated
ISRO-2017-0786,24.384211,93.844773,0.459,degraded_forest,sentinel2_synthetic,simulated
ISRO-2006-0787,25.69539,92.809844,0.862,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0788,25.472187,91.28943,0.235,scrubland,sentinel2_synthetic,simulated
ISRO-2016-0789,25.194434,91.496549,0.103,bare_soil,sentinel2_synthetic,simulated
ISRO-2021-0790,27.926347,94.79593,0.801,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0791,23.439253,91.78262,0.354,agriculture,sentinel2_synthetic,simulated
ISRO-2008-0792,25.374912,92.668422,0.757,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0793,25.418474,92.52546,0.417,scrubland,sentinel2_synthetic,simulated
ISRO-2005-0794,24.568962,94.127352,0.614,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0795,27.266595,95.086803,0.67,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0796,25.769703,90.310026,0.75,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0797,24.901028,94.590583,0.718,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0798,24.987863,94.295695,0.768,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0799,23.588704,92.58786,0.252,grassland,sentinel2_synthetic,simulated
ISRO-2005-0800,23.316675,91.650561,0.329,scrubland,sentinel2_synthetic,simulated
ISRO-2002-0801,27.353841,88.151206,0.252,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0802,24.855917,93.859003,0.603,agriculture,sentinel2_synthetic,simulated
ISRO-2009-0803,27.151446,95.389015,0.613,agriculture,sentinel2_synthetic,simulated
ISRO-2000-0804,25.261259,92.507226,0.634,agriculture,sentinel2_synthetic,simulated
ISRO-2000-0805,25.60833,91.449573,0.727,dense_forest,sentinel2_synthetic,simulated
ISRO-2010-0806,26.705443,94.16899,0.738,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0807,27.730314,91.697657,0.387,agriculture,sentinel2_synthetic,simulated
ISRO-2009-0808,26.6119,94.005219,0.606,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0809,28.277656,94.574761,0.585,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0810,26.534219,93.807514,0.665,dense_forest,sentinel2_synthetic,simulated
ISRO-2016-0811,26.182624,94.68425,0.037,built_up,sentinel2_synthetic,simulated
ISRO-1998-0812,25.245553,93.980503,0.842,dense_forest,sentinel2_synthetic,simulated
ISRO-2009-0813,23.686019,92.437045,0.826,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0814,26.970367,88.521395,0.22,grassland,sentinel2_synthetic,simulated
ISRO-2002-0815,26.426053,94.524752,0.779,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0816,28.074335,94.472229,0.126,bare_soil,sentinel2_synthetic,simulated
ISRO-2010-0817,27.391803,91.687034,0.67,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0818,25.343533,92.102828,0.441,degraded_forest,sentinel2_synthetic,simulated
ISRO-2004-0819,23.872893,92.267765,0.678,agriculture,sentinel2_synthetic,simulated
ISRO-2018-0820,27.089272,95.029964,0.625,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0821,26.926367,92.809063,0.779,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0822,23.099171,92.899656,0.353,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0823,26.628807,94.434456,0.877,dense_forest,sentinel2_synthetic,simulated
ISRO-2009-0824,25.278652,91.151747,0.103,bare_soil,sentinel2_synthetic,simulated
ISRO-2008-0825,24.651675,94.149759,0.677,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0826,25.507198,90.185848,0.767,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0827,25.455053,90.407603,0.052,built_up,sentinel2_synthetic,simulated
ISRO-2008-0828,26.275825,93.772443,0.327,agriculture,sentinel2_synthetic,simulated
ISRO-1998-0829,23.104896,92.870907,0.647,agriculture,sentinel2_synthetic,simulated
ISRO-2020-0830,22.939707,92.946233,0.807,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0831,23.059127,92.653047,0.439,agriculture,sentinel2_synthetic,simulated
ISRO-2020-0832,23.705691,91.380329,0.467,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0833,27.229396,93.144022,0.672,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0834,23.907815,91.45311,0.441,degraded_forest,sentinel2_synthetic,simulated
ISRO-2010-0835,22.867543,92.891526,0.81,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0836,23.593856,92.746893,0.238,scrubland,sentinel2_synthetic,simulated
ISRO-2011-0837,24.787744,94.375534,0.253,scrubland,sentinel2_synthetic,simulated
ISRO-2006-0838,26.01158,94.610895,0.051,bare_soil,sentinel2_synthetic,simulated
ISRO-2009-0839,25.397079,91.233399,0.541,agriculture,sentinel2_synthetic,simulated
ISRO-2005-0840,27.565167,88.463387,0.792,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0841,27.239515,88.559197,0.554,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0842,27.038973,93.153084,0.282,agriculture,sentinel2_synthetic,simulated
ISRO-1998-0843,27.048419,93.146256,0.781,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0844,23.599205,91.355445,0.689,agriculture,sentinel2_synthetic,simulated
ISRO-2017-0845,27.804989,91.769168,0.5,scrubland,sentinel2_synthetic,simulated
ISRO-1999-0846,23.545541,91.804935,0.024,bare_soil,sentinel2_synthetic,simulated
ISRO-2018-0847,25.245955,92.024253,0.415,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0848,27.32397,88.527456,0.338,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0849,23.402486,92.676513,0.293,agriculture,sentinel2_synthetic,simulated
ISRO-2015-0850,28.140902,94.765901,0.833,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0851,25.381997,92.096536,0.31,grassland,sentinel2_synthetic,simulated
ISRO-2008-0852,23.844036,92.333968,0.198,grassland,sentinel2_synthetic,simulated
ISRO-2013-0853,26.145046,94.511753,0.643,dense_forest,sentinel2_synthetic,simulated
ISRO-2012-0854,26.529164,93.757488,0.411,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0855,27.236879,92.95036,0.436,grassland,sentinel2_synthetic,simulated
ISRO-2015-0856,26.445299,94.611414,0.432,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0857,23.626751,92.947799,0.631,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0858,26.214039,94.557511,0.773,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0859,25.227256,92.108804,0.442,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0860,25.325071,91.263218,0.617,agriculture,sentinel2_synthetic,simulated
ISRO-1999-0861,23.576089,91.548887,0.621,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0862,26.364096,94.761172,0.803,dense_forest,sentinel2_synthetic,simulated
ISRO-2021-0863,27.056924,88.650929,0.605,agriculture,sentinel2_synthetic,simulated
ISRO-2009-0864,28.258551,94.822678,0.822,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0865,25.819937,90.424866,0.414,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0866,23.545501,92.660062,0.674,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0867,27.53738,95.070739,0.649,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0868,27.631735,91.583924,0.829,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0869,23.936948,91.411767,0.43,grassland,sentinel2_synthetic,simulated
ISRO-2000-0870,24.865979,94.508463,0.262,agriculture,sentinel2_synthetic,simulated
ISRO-2006-0871,25.937853,93.938195,0.257,scrubland,sentinel2_synthetic,simulated
ISRO-2012-0872,25.533679,91.136806,0.705,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0873,26.048379,94.643018,0.431,degraded_forest,sentinel2_synthetic,simulated
ISRO-2005-0874,23.564599,91.648873,0.325,scrubland,sentinel2_synthetic,simulated
ISRO-2020-0875,26.509316,94.148446,0.205,agriculture,sentinel2_synthetic,simulated
ISRO-2016-0876,24.700787,93.949332,0.722,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0877,25.514146,92.486806,0.287,grassland,sentinel2_synthetic,simulated
ISRO-2007-0878,25.263642,90.763468,0.809,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0879,23.411088,92.749851,0.445,scrubland,sentinel2_synthetic,simulated
ISRO-2003-0880,25.311943,92.533051,0.589,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0881,27.148698,94.992648,0.271,grassland,sentinel2_synthetic,simulated
ISRO-2010-0882,24.395844,94.139831,0.851,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0883,25.220181,91.442011,0.4,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0884,24.955105,94.509843,0.602,degraded_forest,sentinel2_synthetic,simulated
ISRO-2005-0885,23.414915,92.848329,0.024,built_up,sentinel2_synthetic,simulated
ISRO-2018-0886,26.669447,94.147459,0.205,grassland,sentinel2_synthetic,simulated
ISRO-2002-0887,26.914061,92.989922,0.114,bare_soil,sentinel2_synthetic,simulated
ISRO-2009-0888,22.817718,92.667464,0.135,bare_soil,sentinel2_synthetic,simulated
ISRO-2004-0889,26.072385,94.770709,0.37,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0890,26.215674,94.653267,0.436,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0891,26.253391,94.227764,0.638,degraded_forest,sentinel2_synthetic,simulated
ISRO-2019-0892,27.202298,88.57527,0.43,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0893,25.566366,90.405688,0.581,degraded_forest,sentinel2_synthetic,simulated
ISRO-2019-0894,26.411986,94.619647,0.224,scrubland,sentinel2_synthetic,simulated
ISRO-2022-0895,27.639276,91.954359,0.885,dense_forest,sentinel2_synthetic,simulated
ISRO-2012-0896,23.474648,91.635361,0.501,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0897,25.060902,92.101875,0.695,agriculture,sentinel2_synthetic,simulated
ISRO-2000-0898,25.03653,94.611167,0.298,scrubland,sentinel2_synthetic,simulated
ISRO-1999-0899,26.451398,94.080294,0.45,scrubland,sentinel2_synthetic,simulated
ISRO-2011-0900,23.696354,92.647987,0.805,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0901,27.221954,94.95282,0.376,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0902,27.26168,88.307131,0.577,agriculture,sentinel2_synthetic,simulated
ISRO-2015-0903,27.307795,88.187582,0.474,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0904,25.302539,90.763445,0.498,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0905,26.436926,94.052924,0.669,dense_forest,sentinel2_synthetic,simulated
ISRO-2012-0906,23.694946,91.401794,0.623,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0907,27.550476,88.417406,0.279,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0908,25.604021,91.505868,0.44,agriculture,sentinel2_synthetic,simulated
ISRO-2012-0909,26.277295,93.910189,0.487,agriculture,sentinel2_synthetic,simulated
ISRO-1998-0910,25.269714,91.504931,0.588,degraded_forest,sentinel2_synthetic,simulated
ISRO-2015-0911,26.192935,92.629125,0.369,grassland,sentinel2_synthetic,simulated
ISRO-2012-0912,25.243615,91.334192,0.271,grassland,sentinel2_synthetic,simulated
ISRO-2015-0913,22.689617,93.003925,0.449,grassland,sentinel2_synthetic,simulated
ISRO-2011-0914,25.376224,91.186296,0.382,agriculture,sentinel2_synthetic,simulated
ISRO-2008-0915,27.059005,92.905694,0.437,agriculture,sentinel2_synthetic,simulated
ISRO-1999-0916,26.268426,94.146441,0.46,degraded_forest,sentinel2_synthetic,simulated
ISRO-2004-0917,26.963177,92.855772,0.611,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0918,26.494126,94.016071,0.732,dense_forest,sentinel2_synthetic,simulated
